Menu_Item_ID,Customizable_Builds,Customizable_Build_ID,Year,Restaurant,Food_Category,Item_Name,Item_Description,Serving_Size,Serving_Size_text,Serving_Size_Unit,Serving_Size_household,Calories,Total_Fat,Saturated_Fat,Trans_Fat,Cholesterol,Sodium,Potassium,Carbohydrates,Protein,Sugar,Dietary_Fiber,Calories_100g,Total_Fat_100g,Saturated_Fat_100g,Trans_Fat_100g,Cholesterol_100g,Sodium_100g,Potassium_100g,Carbohydrates_100g,Protein_100g,Sugar_100g,Dietary_Fiber_100g,Calories_text,Total_Fat_text,Saturated_Fat_text,Trans_Fat_text,Cholesterol_text,Sodium_text,Potassium_text,Carbohydrates_text,Protein_text,Sugar_text,Dietary_Fiber_text,Kids_Meal,Limited_Time_Offer,Regional,Shareable,Combo_Meal
100,,,2008,Culver's,Burgers,"ButterBurger Cheese, Kids Meals","ButterBurger Cheese, Kids Meals, Kids",168,,g*,,396,20,8,1,78,955,,36,22,,1,236,12,5,1,46,568,,21,13,,1,,,,,,,,,,,,1,0,0,0,0
100353,,,2008,Romano's Macaroni Grill,Salads,Chicken Florentine w/ Dressing,"Chicken Florentine w/ Dressing, Insalata Salads, Lunch & Dinner",,,,,840,53,8,,,5460,,62,33,,7,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
1009,,,2008,Subway,Sandwiches,"Western w/ Cheese Breakfast Sandwich, 6""","Western w/ Cheese Breakfast Sandwich, Breakfast Sandwiches, 6""",229,,g,,450,19,8,0,200,1390,,46,28,6,5,197,8,3,0,87,607,,20,12,3,2,,,,,,,,,,,,0,0,0,0,0
101776,,,2008,Starbucks,Beverages,"Vanilla Latte w/ Whole Milk, Grande","Vanilla Latte w/ Whole Milk, Grande",16,,fl oz,,280,11,6,0,35,135,,36,11,33,0,62,2,1,0,8,30,,8,2,7,0,,,,,,,,,,,,0,0,0,0,0
102444,,,2008,Taco Bell,Toppings & Ingredients,"Guacamole, Side","Guacamole, Side, Specialties",43,,g,,70,5,1,0,0,180,,5,1,1,2,163,12,2,0,0,419,,12,2,2,5,,,,,,,,,,,,0,0,0,0,0
102554,,,2008,Tim Hortons,Baked Goods,Cranberry Fruit Muffin,"Cranberry Fruit Muffin, Muffins",,,,,350,12,15,0,15,560,,59,4,31,2,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
102757,,,2008,Tim Hortons,Beverages,Iced Coffee,"Iced Cappuccino, Beverages",12,,fl oz,,300,15,8,0,50,85,,41,0,40,0,88,4,2,0,15,25,,12,0,12,0,,,,,,,,,,,,0,0,0,0,0
10304,,,2008,Arby's,Sandwiches,"Bacon, Egg & Cheese Biscuit","Bacon, Egg & Cheese Biscuit w/ Biscuit, Bacon, Swiss Slice Processed & Egg Scrambled Patty, Breakfast",158,,g,,461,28,8,0,169,1446,,30,17,4,1,292,18,5,0,107,915,,19,11,3,1,,,,,,,,,,,,0,0,0,0,0
10305,,,2008,Arby's,Sandwiches,Bacon Egg & Cheese Croissant,"Bacon Egg & Cheese Croissant w/ Croissant, Bacon, Swiss Slice Processed, Egg Scrambled Patty, Breakfast",133,,g,,378,22,10,0,198,850,,23,14,3,1,284,17,8,0,149,639,,17,11,2,1,,,,,,,,,,,,0,0,0,0,0
10306,,,2008,Arby's,Sandwiches,"Bacon, Egg & Cheese Sourdough","Bacon, Egg & Cheese Sourdough w/ Sourdough, Bacon, Egg Scrambled Patty & Swiss, Slice Processed , Breakfast",173,,g,,437,16,5,0,174,1220,,40,20,5,2,253,9,3,0,101,705,,23,12,3,1,,,,,,,,,,,,0,0,0,0,0
10307,,,2008,Arby's,Sandwiches,"Bacon, Egg & Cheese Wrap","Bacon, Egg & Cheese Wrap w/ Egg Scrambled Patty, Breakfast Tortilla, American Cheese Slice, Potato Cake & Bacon, Breakfast",193,,g,,515,29,8,5,165,1367,,50,16,2,2,267,15,4,0,85,708,,26,8,1,1,,,,,,,,,,,,0,0,0,0,0
1031,,,2008,Whataburger,Sandwiches,Biscuit Sandwich w/ Egg & Cheese,"Biscuit Sandwich w/ Egg & Cheese, Menu Items",154,,g,,450,28,13,0,224,1028,,33,13,2,1,292,18,8,0,145,668,,21,8,1,1,,,,,,,,,,,,0,0,0,0,0
10323,,,2008,Arby's,Sandwiches,"Ham, Egg & Cheese Biscuit","Ham, Egg & Cheese Biscuit w/ Biscuit, Roast Ham, Egg Scrambled Patty & Swiss Slice Processed, Breakfast",195,,g,,444,24,6,0,171,1734,,31,21,4,1,228,12,3,0,88,889,,16,11,2,1,,,,,,,,,,,,0,0,0,0,0
10324,,,2008,Arby's,Sandwiches,"Ham, Egg & Cheese Croissant","Ham, Egg & Cheese Croissant w/ Egg Scrambled Patty, Croissant, Roast Ham & Swiss Slice Processed, Breakfast",170,,g,,361,18,9,0,200,1138,,23,19,4,1,212,11,5,0,118,669,,14,11,2,1,,,,,,,,,,,,0,0,0,0,0
10325,,,2008,Arby's,Sandwiches,"Ham, Egg & Cheese Sourdough","Ham, Egg & Cheese Sourdough w/ Sourdough, Roast Ham, Egg Scrambled Patty & Swiss Slice Processed, Breakfast",214,,g,,442,14,4,0,180,1586,,41,26,6,2,207,7,2,0,84,741,,19,12,3,1,,,,,,,,,,,,0,0,0,0,0
10326,,,2008,Arby's,Sandwiches,"Ham, Egg, & Cheese Wrap","Ham, Egg, & Cheese Wrap w/ Egg Scrambled Patty, Breakfast Tortilla, American Cheese Slice, Potato Cake, Roast Ham, Breakfast",249,,g,,575,31,10,1,185,2005,,51,25,3,5,231,12,4,0,74,805,,20,10,1,2,,,,,,,,,,,,0,0,0,0,0
1033,,,2008,Whataburger,Sandwiches,Biscuit w/ Bacon,"Biscuit w/ Bacon, Menu Items",97,,g,,350,20,10,0,8,847,,32,8,2,1,361,21,10,0,8,873,,33,8,2,1,,,,,,,,,,,,0,0,0,0,0
10338,,,2008,Arby's,Sandwiches,Roast Turkey Ranch & Bacon Wrap,"Roast Turkey Ranch & Bacon Wrap on Wheat Tortilla Wrap w/ Cheddar, Sliced Natural, Creamy Raunch Spread, Leaf Lettuce, Pepper Bacon, Red Onion Rings, Roast Turkey & Tomato, Sliced, Market Fresh Sandwiches & Wraps",302,,g,,683,37,11,1,102,2103,,44,45,2,4,226,12,4,0,34,696,,15,15,1,1,,,,,,,,,,,,0,0,0,0,0
10339,,,2008,Arby's,Sandwiches,Sausage Biscuit,"Sausage Biscuit w/ Biscuit & Sausage, Breakfast",122,,g,,436,31,9,0,32,1160,,28,10,3,1,357,25,7,0,26,951,,23,8,2,1,,,,,,,,,,,,0,0,0,0,0
1034,,,2008,Whataburger,Sandwiches,Biscuit w/ Sausage,"Biscuit w/ Sausage, Menu Items",159,,g,,540,37,17,0,23,1169,,32,18,2,1,340,23,11,0,14,735,,20,11,1,1,,,,,,,,,,,,0,0,0,0,0
10340,,,2008,Arby's,Sandwiches,Sausage Gravy Biscuit,"Sausage Gravy Biscuit w/ Biscuit, Sausage & Country Gravy, Breakfast",238,,g,,961,68,14,0,12,3755,,107,7,19,1,404,29,6,0,5,1578,,45,3,8,0,,,,,,,,,,,,0,0,0,0,0
10341,,,2008,Arby's,Sandwiches,"Sausage, Egg & Cheese Biscuit","Sausage, Egg & Cheese Biscuit w/ Sausage, Egg Scrambled Patty, Swiss Slice Processed & Biscuit, Breakfast",185,,g,,557,38,11,0,187,1579,,30,18,3,1,301,21,6,0,101,854,,16,10,2,1,,,,,,,,,,,,0,0,0,0,0
10342,,,2008,Arby's,Sandwiches,"Sausage, Egg & Cheese Croissant","Sausage, Egg & Cheese Croissant w/ Croissant, Sausage, Swiss Slice Processed, Egg Scrambled Patty, Breakfast",160,,g,,475,32,13,0,216,982,,23,15,3,1,297,20,8,0,135,614,,14,9,2,1,,,,,,,,,,,,0,0,0,0,0
10343,,,2008,Arby's,Sandwiches,"Sausage, Egg & Cheese Sourdough","Sausage, Egg & Cheese Sourdough w/ Egg Scrambled Patty, Swiss Slice Processed, Sourdough & Sausage, Breakfast",204,,g,,556,28,9,0,197,1431,,40,22,5,2,273,14,4,0,97,701,,20,11,2,1,,,,,,,,,,,,0,0,0,0,0
10344,,,2008,Arby's,Sandwiches,"Sausage, Egg & Cheese Wrap","Sausage, Egg & Cheese Wrap w/ Egg Scrambled Patty, Breakfast Tortilla, American Cheese Slice, Potato Cake & Sausage, Breakfast",239,,g,,689,45,15,1,202,1849,,50,21,2,2,288,19,6,0,85,774,,21,9,1,1,,,,,,,,,,,,0,0,0,0,0
1035,,,2008,Whataburger,Sandwiches,Breakfast on a Bun w/ Bacon,"Breakfast on a Bun w/ Bacon, Menu Item",128,,g,,360,21,6,0,232,807,,25,15,4,1,281,16,5,0,181,630,,20,12,3,1,,,,,,,,,,,,0,0,0,0,0
1036,,,2008,Whataburger,Sandwiches,Breakfast on a Bun w/ Sausage,"Breakfast on a Bun w/ Sausage, Menu Item",190,,g,,550,38,14,0,247,1129,,25,25,4,1,289,20,7,0,130,594,,13,13,2,1,,,,,,,,,,,,0,0,0,0,0
1037,,,2008,Whataburger,Sandwiches,Egg Sandwich,"Egg Sandwich, Menu Item",119,,g,,310,17,5,0,224,604,,25,4,12,1,261,14,4,0,188,508,,21,3,10,1,,,,,,,,,,,,0,0,0,0,0
1038,,,2008,Whataburger,Sandwiches,Honey Butter Chicken Biscuit,"Honey Butter Chicken Biscuit, Menu Item",167,,g,,610,38,12,2,25,1072,,51,14,9,1,365,23,7,1,15,642,,31,8,5,1,,,,,,,,,,,,0,0,0,0,0
103921,,,2008,White Castle,Beverages,"Vanilla Shake, New York Region, Small","Vanilla Shake, New York Region, Milkshakes, Beverages, Small, 21 fl oz",21,,fl oz,,470,13,9,0,45,550,,79,9,75,0,79,2,2,0,8,92,,13,2,13,0,,,,,,,,,,,,0,0,1,0,0
103922,,,2008,White Castle,Beverages,"Vanilla Shake, New York Region, Medium","Vanilla Shake, New York Region, Milkshakes, Beverages, Medium, 32 fl oz",32,,fl oz,,720,20,13,0,70,840,,121,13,115,0,79,2,1,0,8,93,,13,1,13,0,,,,,,,,,,,,0,0,1,0,0
103923,,,2008,White Castle,Beverages,"Vanilla Shake, New York Region, Large","Vanilla Shake, New York Region, Milkshakes, Beverages, Large, 44 fl oz",44,,fl oz,,990,28,18,0,90,1160,,166,18,158,0,79,2,1,0,7,93,,13,1,13,0,,,,,,,,,,,,0,0,1,0,0
103924,,,2008,White Castle,Beverages,"Chocolate Shake, New York Region, Large","Chocolate Shake, New York Region, Milkshakes, Beverages, Large, 44 fl oz",44,,fl oz,,1020,28,18,0,90,830,,175,18,168,0,82,2,1,0,7,67,,14,1,13,0,,,,,,,,,,,,0,0,1,0,0
103925,,,2008,White Castle,Beverages,"Chocolate Shake, New York Region, Medium","Chocolate Shake, New York Region, Milkshakes, Beverages, Medium, 32 fl oz",32,,fl oz,,740,20,13,0,70,610,,128,13,121,0,82,2,1,0,8,67,,14,1,13,0,,,,,,,,,,,,0,0,1,0,0
103926,,,2008,White Castle,Beverages,"Chocolate Shake, New York Region, Small","Chocolate Shake, New York Region, Milkshakes, Beverages, Small, 21 fl oz",21,,fl oz,,490,13,9,0,45,400,,84,9,80,0,82,2,2,0,8,67,,14,2,13,0,,,,,,,,,,,,0,0,1,0,0
10395,,,2008,Arby's,Baked Goods,Chocolate Turnover,"Chocolate Turnover, Shakes & Desserts",88,,g,,400,25,7,7,0,190,,37,6,14,4,455,28,8,8,0,216,,42,7,16,5,,,,,,,,,,,,0,0,0,0,0
10401,,,2008,Arby's,Beverages,"Vanilla Shake, Large","Vanilla Shake, Large, Shakes & Desserts",16,,fl oz*,,555,17,10,5,43,445,,83,16,82,0,122,4,2,0,9,98,,18,4,18,0,,,,,,,,,,,,0,0,0,0,0
10404,,,2008,Arby's,Beverages,"Coffee, 12 oz, Regular","Coffee, 12 oz, Regular, Beverages",12,,fl oz,,5,0,0,0,0,0,,0,2,0,0,1,0,0,0,0,0,,0,1,0,0,,,,,,,,,,,,0,0,0,0,0
10405,,,2008,Arby's,Beverages,Orange Juice,"Orange Juice, Beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
10406,,,2008,Arby's,Beverages,"Pepsi, 22 oz","Pepsi, 22 oz, Beverages",22,,fl oz,,210,0,0,0,0,50,,58,0,56,0,34,0,0,0,0,8,,9,0,9,0,,,,,,,,,,,,0,0,0,0,0
10407,,,2008,Arby's,Beverages,"Diet Pepsi, 22 oz","Diet Pepsi, 22 oz, Beverages",22,,fl oz,,0,0,0,0,0,50,,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,,,,,,,,,,,,0,0,0,0,0
10408,,,2008,Arby's,Beverages,"Mountain Dew, 22 oz","Mountain Dew, 22 oz, Beverages",22,,fl oz,,230,0,0,0,0,70,,60,0,60,0,37,0,0,0,0,11,,10,0,10,0,,,,,,,,,,,,0,0,0,0,0
10409,,,2008,Arby's,Beverages,"Sierra Mist, 22 oz","Sierra Mist, 22 oz, Beverages",22,,fl oz,,210,0,0,0,0,40,,56,0,56,0,34,0,0,0,0,6,,9,0,9,0,,,,,,,,,,,,0,0,0,0,0
105000,,,2008,Applebee's,Appetizers & Sides,Tortilla Chicken Melt Appetizer,Tortilla Chicken Melt Appetizer,,,,,480,13,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105001,,,2008,Applebee's,Desserts,Chocolate Raspberry Layer Cake,Chocolate Raspberry Layer Cake,,,,,230,3,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105002,,,2008,Applebee's,Entrees,Teriyaki Steak' N Shrimp Skewers,Teriyaki Steak' N Shrimp Skewers,,,,,370,7,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105003,,,2008,Applebee's,Entrees,Steak & Portobellos,Steak & Portobellos,,,,,330,10,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105004,,,2008,Applebee's,Entrees,Confetti Chicken,Confetti Chicken,,,,,370,7,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105005,,,2008,Applebee's,Entrees,Cajun Lime Tilapia,Cajun Lime Tilapia,,,,,310,6,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105006,,,2008,Applebee's,Salads,Grilled Chili Lime Chicken Salad,Grilled Chili Lime Chicken Salad,,,,,250,6,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105007,,,2008,Applebee's,Sandwiches,Italian Chicken & Portobello Sandwich,Italian Chicken & Portobello Sandwich,,,,,360,6,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105008,,,2008,Applebee's,Soup,Onion Soup Au Gratin,Onion Soup Au Gratin,,,,,150,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
105009,,,2008,Arby's,Appetizers & Sides,"10 Jalapeno Bites, Large","10 Jalapeno Bites, Large, Side & Sidekickers",220,,g,,611,43,18,15,56,1052,,58,11,5,4,278,20,8,1,25,478,,26,5,2,2,,,,,,,,,,,,0,0,0,0,0
105010,,,2008,Arby's,Appetizers & Sides,"8 Mozzarella Sticks, Large","8 Mozzarella Sticks, Large, Side & Sidekickers",273,,g,,849,56,26,2,90,2730,,75,36,9,4,311,21,10,1,33,1000,,27,13,3,1,,,,,,,,,,,,0,0,0,0,0
105011,,,2008,Arby's,Appetizers & Sides,Fruit Cup,"Fruit Cup w/ Grapes & Diced Apples, Kids Menu",57,,g,,35,0,0,0,0,0,,9,0,8,1,61,0,0,0,0,0,,16,0,14,2,,,,,,,,,,,,1,0,0,0,0
105012,,,2008,Arby's,Baked Goods,Apple Turnover,"Apple Turnover w/ Turnover Icing, Shakes & Desserts",128,,g,,377,16,5,65,0,201,,65,4,41,4,295,13,4,5,0,157,,51,3,32,3,,,,,,,,,,,,0,0,0,0,0
105013,,,2008,Arby's,Baked Goods,Cherry Turnover,"Cherry Turnover w/ Turnover Icing, Shakes & Desserts",128,,g,,377,15,5,6,0,201,,65,4,41,2,295,12,4,5,0,157,,51,3,32,2,,,,,,,,,,,,0,0,0,0,0
105014,,,2008,Arby's,Baked Goods,Blueberry Muffin,"Blueberry Muffin, Breakfast",85,,g,,273,12,2,0,20,490,,49,4,26,1,321,14,2,0,24,576,,58,5,31,1,,,,,,,,,,,,0,0,0,0,0
105015,,,2008,Arby's,Baked Goods,Chocolate Twist,"Chocolate Twist, TJ Cinnamons",71,,g,,250,12,4,0,5,110,,34,4,12,2,352,17,6,0,7,155,,48,6,17,3,,,,,,,,,,,,0,0,0,0,0
105016,,,2008,Arby's,Baked Goods,Cinnamon Twist,"Cinnamon Twist, TJ Cinnamons",71,,g,,260,14,5,4,5,190,,33,3,11,1,366,20,7,6,7,268,,46,4,15,1,,,,,,,,,,,,0,0,0,0,0
105017,,,2008,Arby's,Baked Goods,Original Gourmet Cinnamon Roll,"Original Gourmet Cinnamon Roll, TJ Cinnamons",149,,g,,507,10,4,0,7,373,,73,10,31,4,340,7,3,0,5,250,,49,7,21,3,,,,,,,,,,,,0,0,0,0,0
105018,,,2008,Arby's,Baked Goods,Pecan Sticky Bun,"Pecan Sticky Bun w/ Cinnamon Roll, Sticky Bun Smear & Pecans, TJ Cinnamons",184,,g,,688,22,5,0,7,420,,91,12,45,5,374,12,3,0,4,228,,49,7,24,3,,,,,,,,,,,,0,0,0,0,0
105019,,,2008,Arby's,Baked Goods,Pecan Sticky Bun 4 Pack,"Pecan Sticky Bun 4 Pack w/ Cinnamon Roll, Sticky Bun Smear & Pecans, TJ Cinnamons",738,,g,,2751,90,21,0,30,1678,,363,47,182,21,373,12,3,0,4,227,,49,6,25,3,,,,,,,,,,,,0,0,0,1,0
105020,,,2008,Arby's,Baked Goods,TJ Cinnamons Mocha Chill,"TJ Cinnamons Mocha Chill w/ Mocha Chill & Whipped Cream, TJ Cinnamons",354,,g,,306,7,4,0,29,214,,48,11,46,1,86,2,1,0,8,60,,14,3,13,0,,,,,,,,,,,,0,0,0,0,0
105021,,,2008,Arby's,Beverages,"Mountain Dew, 32 oz","Mountain Dew, 32 oz, Beverages",32,,fl oz,,330,0,0,0,0,105,,87,0,87,0,36,0,0,0,0,12,,10,0,10,0,,,,,,,,,,,,0,0,0,0,0
105022,,,2008,Arby's,Beverages,"Sierra Mist, 16 oz","Sierra Mist, 16 oz, Beverages",16,,fl oz,,150,0,0,0,0,30,,41,0,41,0,33,0,0,0,0,7,,9,0,9,0,,,,,,,,,,,,0,0,0,0,0
105023,,,2008,Arby's,Beverages,"Pepsi, 16 oz","Pepsi, 16 oz, Beverages",16,,fl oz,,150,0,0,0,0,40,,42,0,41,0,33,0,0,0,0,9,,9,0,9,0,,,,,,,,,,,,0,0,0,0,0
105024,,,2008,Arby's,Beverages,"Diet Pepsi, 32 oz","Diet Pepsi, 32 oz, Beverages",32,,fl oz,,0,0,0,0,0,75,,0,0,0,0,0,0,0,0,0,8,,0,0,0,0,,,,,,,,,,,,0,0,0,0,0
105025,,,2008,Arby's,Beverages,"Dr Pepper, 32 oz","Dr Pepper, 32 oz, Beverages",32,,fl oz,,360,0,0,0,0,120,,104,0,0,0,40,0,0,0,0,13,,11,0,0,0,,,,,,,,,,,,0,0,0,0,0
105026,,,2008,Arby's,Beverages,"Diet Pepsi, 16 oz","Diet Pepsi, 16 oz, Beverages",16,,fl oz,,0,0,0,0,0,40,,0,0,0,0,0,0,0,0,0,9,,0,0,0,0,,,,,,,,,,,,0,0,0,0,0
105027,,,2008,Arby's,Beverages,"Dr Pepper, 16 oz","Dr Pepper, 16 oz, Beverages",16,,fl oz,,180,0,0,0,0,60,,52,0,52,0,40,0,0,0,0,13,,11,0,11,0,,,,,,,,,,,,0,0,0,0,0
105028,,,2008,Arby's,Beverages,"Chocolate Shake, Large","Chocolate Shake w/ Vanilla Shake Mix & Chocolate Syrup, Large, Shakes & Desserts",17,,fl oz*,,660,17,10,5,43,455,,110,17,106,1,137,4,2,0,9,94,,23,4,22,0,,,,,,,,,,,,0,0,0,0,0
105029,,,2008,Arby's,Beverages,"Chocolate Shake, Regular","Chocolate Shake w/ Vanilla Shake Mix & Chocolate Syrup, Regular, Shakes & Desserts",13,,fl oz*,,507,13,8,0,34,357,,83,13,81,0,138,4,2,0,9,97,,23,4,22,0,,,,,,,,,,,,0,0,0,0,0
105030,,,2008,Arby's,Beverages,"Jamocha Shake, Large","Jamocha Shake w/ Vanilla Shake Mix & Jamocha Syrup, Large, Shakes & Desserts",17,,fl oz*,,647,17,10,5,43,509,,107,17,102,1,134,4,2,0,9,106,,22,4,21,0,,,,,,,,,,,,0,0,0,0,0
105031,,,2008,Arby's,Beverages,"Jamocha Shake, Regular","Jamocha Shake w/ Vanilla Shake Mix & Jamocha Syrup, Regular, Shakes & Desserts",13,,fl oz*,,498,13,8,0,34,393,,81,13,78,0,135,4,2,0,9,107,,22,4,21,0,,,,,,,,,,,,0,0,0,0,0
105032,,,2008,Arby's,Beverages,"Strawberry Shake, Large","Strawberry Shake w/ Vanilla Shake Mix & Jamocha Syrup, Large, Shakes & Desserts",17,,fl oz*,,646,17,10,5,43,464,,107,16,101,1,134,4,2,0,9,96,,22,3,21,0,,,,,,,,,,,,0,0,0,0,0
105033,,,2008,Arby's,Beverages,"Strawberry Shake, Regular","Strawberry Shake w/ Vanilla Shake Mix & Jamocha Syrup, Regular, Shakes & Desserts",13,,fl oz*,,498,13,8,0,34,363,,81,13,77,0,135,4,2,0,9,98,,22,4,21,0,,,,,,,,,,,,0,0,0,0,0
105034,,,2008,Arby's,Beverages,"Vanilla Shake, Regular","Vanilla Shake, Regular, Shakes & Desserts",12,,fl oz*,,437,13,8,0,34,350,,66,13,65,0,128,4,2,0,10,103,,19,4,19,0,,,,,,,,,,,,0,0,0,0,0
105035,,,2008,Arby's,Beverages,Berry Delight Swirl Shake,"Berry Delight Swirl Shake w/ Berry Delight Syrup, Raspberry Swirl & Vanilla Shake Mix, Limited Time Offers",16,,fl oz*,,651,16,9,5,39,439,,112,15,100,0,144,4,2,0,9,97,,25,3,22,0,,,,,,,,,,,,0,1,0,0,0
105036,,,2008,Arby's,Beverages,"Sweet Tea, 16 oz","Sweet Tea, 16 oz, Beverages",16,,fl oz,,120,0,0,0,0,15,,32,0,31,0,26,0,0,0,0,3,,7,0,7,0,,,,,,,,,,,,0,0,0,0,0
105037,,,2008,Arby's,Beverages,"Pepsi, 32 oz","Pepsi, 32 oz, Beverages",32,,fl oz,,300,0,0,0,0,75,,84,0,81,0,33,0,0,0,0,8,,9,0,9,0,,,,,,,,,,,,0,0,0,0,0
105038,,,2008,Arby's,Beverages,"Sierra Mist, 32 oz","Sierra Mist, 32 oz, Beverages",32,,fl oz,,300,0,0,0,0,60,,81,0,81,0,33,0,0,0,0,7,,9,0,9,0,,,,,,,,,,,,0,0,0,0,0
105039,,,2008,Arby's,Beverages,"Mountain Dew, 16 oz","Mountain Dew, 16 oz, Beverages",16,,fl oz,,170,0,0,0,0,55,,44,0,44,0,37,0,0,0,0,12,,10,0,10,0,,,,,,,,,,,,0,0,0,0,0
105040,,,2008,Arby's,Beverages,"Dr Pepper, 22 oz","Dr Pepper, 22 oz, Beverages",22,,fl oz,,225,0,0,0,0,75,,65,0,65,0,36,0,0,0,0,12,,10,0,10,0,,,,,,,,,,,,0,0,0,0,0
105041,,,2008,Arby's,Desserts,Chocolate Chip Cookie,"Chocolate Chip Cookie, Shakes & Desserts",45,,g,,202,10,4,2,15,213,,26,2,16,1,449,22,9,4,33,473,,58,4,36,2,,,,,,,,,,,,0,0,0,0,0
105042,,,2008,Arby's,Entrees,Popcorn Chicken Shakers,"Popcorn Chicken Shakers w/ BBQ Dipping Sauce & Buffalo Dipping Sauce, Arby's Chicken",240,,g,,582,24,4,0,79,2483,,51,36,9,3,243,10,2,0,33,1035,,21,15,4,1,,,,,,,,,,,,0,0,0,0,0
105043,,,2008,Arby's,Entrees,"Chicken Bacon & Swiss, Grilled","Chicken Bacon & Swiss on Regular Sesame Bun w/ Grilled Chicken Breast, Pepper Bacon, Dijon Honey Mustard Sauce & Swiss, Slice Processed, Grilled, Arby's Chicken",209,,g,,443,17,4,0,77,1421,,40,38,10,2,212,8,2,0,37,680,,19,18,5,1,,,,,,,,,,,,0,0,0,0,0
105044,,,2008,Arby's,Entrees,French Toastix,"French Toastix, Breakfast",124,,g,,312,13,2,0,0,492,,44,6,11,1,252,10,2,0,0,397,,35,5,9,1,,,,,,,,,,,,0,0,0,0,0
105045,,,2008,Arby's,Entrees,Sausage Patty,"Sausage Patty, Breakfast",51,,g,,210,20,7,0,40,480,,0,6,0,0,412,39,14,0,78,941,,0,12,0,0,,,,,,,,,,,,0,0,0,0,0
105046,,,2008,Arby's,Fried Potatoes,"Cheddar Fries, Medium","Cheddar Fries w/ Seasoned Curly Fries & Cheddar Cheese Sauce, Medium, Sides & Sidekickers",170,,g,,465,28,6,2,2,1311,,51,6,0,5,274,16,4,1,1,771,,30,4,0,3,,,,,,,,,,,,0,0,0,0,0
105047,,,2008,Arby's,Fried Potatoes,"10 Loaded Potato Bites, Large","10 Loaded Potato Bites, Side & Sidekickers, Large",224,,g,,707,44,14,15,27,1601,,54,23,0,5,316,20,6,1,12,715,,24,10,0,2,,,,,,,,,,,,0,0,0,0,0
105048,,,2008,Arby's,Fried Potatoes,2 Potato Cakes,"2 Potato Cakes, Side & Sidekickers",100,,g,,246,18,4,1,0,391,,26,2,0,2,246,18,4,1,0,391,,26,2,0,2,,,,,,,,,,,,0,0,0,0,0
105049,,,2008,Arby's,Fried Potatoes,3 Potato Cakes,"3 Potato Cakes, Side & Sidekickers",150,,g,,369,28,5,15,0,587,,39,3,0,3,246,19,3,1,0,391,,26,2,0,2,,,,,,,,,,,,0,0,0,0,0
105050,,,2008,Arby's,Salads,Santa Fe Salad,"Santa Fe Salad w/ Popcorn Chicken, Cherry Tomatoes, Red Onion Rings, Roasted Corn & Black Bean Mix, Iceberg /Romaine Blend & Cheddar, Market Fresh Salads",334,,g,,415,17,5,0,55,806,,37,25,6,6,124,5,1,0,16,241,,11,7,2,2,,,,,,,,,,,,0,0,0,0,0
105051,,,2008,Arby's,Salads,Chicken Club Salad,"Chicken Club Salad w/ Popcorn Chicken, Iceberg/Romaine Blend, Cherry Tomatoes, Cucumber, Cheddar, Hard Boiled Eggs & Pepper Bacon, Market Fresh Salads",345,,g,,425,22,7,0,180,894,,26,28,3,4,123,6,2,0,52,259,,8,8,1,1,,,,,,,,,,,,0,0,0,0,0
105052,,,2008,Arby's,Salads,Martha's Vineyard Salad,"Martha's Vineyard Salad w/ Diced Grilled Chicken, Diced Apples, Cherry Tomatoes, Cheddar, Cranberries & Iceberg/Romaine Blend, Market Fresh Salads",330,,g,,273,9,4,0,61,609,,25,22,17,4,83,3,1,0,18,185,,8,7,5,1,,,,,,,,,,,,0,0,0,0,0
105053,,,2008,Arby's,Salads,Santa Fe Salad w/ Grilled Chicken,"Santa Fe Salad w/ Grilled Chicken, Diced Grilled Chicken, Cherry Tomatoes, Red Onion Rings, Roasted Corn & Black Bean Mix, Iceberg/Romaine Blend & Cheddar, Market Fresh Salads",350,,g,,279,9,4,0,61,679,,21,25,8,6,80,3,1,0,17,194,,6,7,2,2,,,,,,,,,,,,0,0,0,0,0
105054,,,2008,Arby's,Sandwiches,Corned Beef Reuben Wrap,"Corned Beef Reuben Wrap on Sour Rye Wrap w/ Sauerkraut, Thousand Island Dressing, Corned Beef & Swiss, Market Fresh Sandwiches & Wraps",266,,g,,560,29,8,5,77,1556,,42,36,6,11,211,11,3,0,29,585,,16,14,2,4,,,,,,,,,,,,0,0,0,0,0
