item_id,year,r_id,cat_id,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,potassium,carbs,protein,sugar,dietary_Fiber
10001,2014,1,1,130.0,4.0,0.5,0.0,,200.0,,19.0,4.0,,1.0
10002,2014,1,1,500.0,15.0,2.5,0.0,,820.0,,76.0,16.0,,3.0
10004,2014,1,10,270.0,17.0,8.0,0.0,,1440.0,,25.0,6.0,,3.0
10005,2014,1,10,370.0,23.0,12.0,0.5,,1020.0,,13.0,29.0,,4.0
10006,2014,1,10,440.0,32.0,15.0,1.0,,610.0,,26.0,13.0,,2.0
10007,2014,1,10,250.0,11.0,6.0,0.0,,1130.0,,27.0,11.0,,7.0
10008,2014,1,10,140.0,4.0,1.0,0.0,,1110.0,,14.0,13.0,,1.0
10010,2014,1,10,370.0,28.0,18.0,1.0,,1770.0,,16.0,14.0,,3.0
10011,2014,1,10,360.0,26.0,15.0,0.5,,1000.0,,19.0,13.0,,1.0
10012,2014,1,10,370.0,23.0,14.0,1.0,,1410.0,,25.0,17.0,,2.0
10013,2014,1,10,290.0,17.0,8.0,0.0,,1530.0,,29.0,7.0,,3.0
10014,2014,1,10,400.0,24.0,13.0,1.0,,1100.0,,17.0,29.0,,5.0
10015,2014,1,10,390.0,29.0,18.0,1.0,,1860.0,,20.0,14.0,,3.0
10016,2014,1,10,380.0,26.0,16.0,0.5,,1090.0,,24.0,14.0,,2.0
10017,2014,1,10,470.0,33.0,15.0,1.0,,690.0,,30.0,13.0,,2.0
10018,2014,1,10,220.0,9.0,2.0,0.0,,1250.0,,24.0,12.0,,3.0
10019,2014,1,10,170.0,4.5,1.0,0.0,,1200.0,,18.0,14.0,,1.0
10020,2014,1,8,230.0,15.0,7.0,0.0,,400.0,,12.0,13.0,,3.0
10022,2014,1,8,290.0,15.0,3.0,0.0,,1150.0,,22.0,18.0,,3.0
10023,2014,1,8,440.0,29.0,4.5,0.0,,660.0,,28.0,16.0,,3.0
10028,2014,1,8,240.0,14.0,2.5,0.0,,730.0,,23.0,7.0,,3.0
10029,2014,1,8,120.0,7.0,2.5,0.0,,200.0,,9.0,6.0,,2.0
10030,2014,1,8,300.0,26.0,5.0,0.0,,490.0,,12.0,5.0,,3.0
10040,2014,1,8,800.0,56.0,11.0,1.0,,1620.0,,24.0,53.0,,6.0
10041,2014,1,8,400.0,28.0,6.0,0.0,,810.0,,12.0,27.0,,3.0
10042,2014,1,8,370.0,10.0,4.0,0.0,,900.0,,21.0,51.0,,5.0
10043,2014,1,8,180.0,5.0,2.0,0.0,,450.0,,10.0,26.0,,3.0
10048,2014,1,8,1090.0,68.0,11.0,0.0,,4120.0,,68.0,62.0,,11.0
10049,2014,1,8,630.0,41.0,8.0,0.0,,2400.0,,36.0,37.0,,6.0
10050,2014,1,8,640.0,46.0,7.0,0.0,,2080.0,,21.0,44.0,,10.0
10051,2014,1,8,410.0,30.0,6.0,0.0,,1390.0,,12.0,28.0,,6.0
10052,2014,1,8,1390.0,98.0,15.0,1.5,,1610.0,,92.0,39.0,,11.0
10053,2014,1,8,690.0,49.0,7.0,0.5,,800.0,,46.0,20.0,,5.0
10054,2014,1,8,730.0,41.0,6.0,0.0,,1380.0,,57.0,39.0,,11.0
10055,2014,1,8,360.0,20.0,3.0,0.0,,690.0,,29.0,20.0,,5.0
10056,2014,1,8,1290.0,81.0,12.0,1.0,,2150.0,,88.0,56.0,,9.0
10057,2014,1,8,680.0,40.0,6.0,0.5,,1540.0,,52.0,28.0,,5.0
10058,2014,1,8,590.0,20.0,3.0,0.0,,1910.0,,53.0,54.0,,9.0
10059,2014,1,8,330.0,10.0,1.5,0.0,,1420.0,,35.0,28.0,,5.0
10068,2014,1,8,1320.0,78.0,17.0,1.0,,2610.0,,112.0,47.0,,14.0
10069,2014,1,8,810.0,47.0,11.0,0.5,,1540.0,,72.0,27.0,,8.0
10071,2014,1,8,590.0,31.0,9.0,0.0,,1240.0,,55.0,27.0,,8.0
10072,2014,1,8,1090.0,76.0,21.0,1.0,,2510.0,,52.0,49.0,,7.0
10073,2014,1,8,590.0,40.0,11.0,0.5,,1280.0,,29.0,27.0,,4.0
10074,2014,1,8,680.0,41.0,16.0,0.5,,1470.0,,30.0,47.0,,6.0
10075,2014,1,8,380.0,23.0,9.0,0.0,,760.0,,16.0,27.0,,3.0
10077,2014,1,9,1010.0,43.0,16.0,0.5,,2680.0,,88.0,69.0,,4.0
10079,2014,1,9,1180.0,62.0,11.0,1.0,,3220.0,,122.0,35.0,,6.0
10082,2014,1,9,1120.0,68.0,20.0,1.0,,2940.0,,73.0,53.0,,3.0
10087,2014,1,9,660.0,38.0,15.0,1.0,,2010.0,,45.0,34.0,,4.0
10090,2014,1,3,380.0,25.0,9.0,1.0,,800.0,,23.0,16.0,,1.0
10091,2014,1,3,700.0,43.0,17.0,2.0,,1550.0,,47.0,32.0,,2.0
10092,2014,1,3,350.0,22.0,7.0,1.0,,680.0,,23.0,14.0,,1.0
10093,2014,1,3,630.0,37.0,13.0,2.0,,1310.0,,46.0,28.0,,1.0
10094,2014,1,9,220.0,12.0,3.0,0.0,,590.0,,21.0,7.0,,1.0
10095,2014,1,9,310.0,17.0,7.0,1.0,,760.0,,28.0,12.0,,1.0
10099,2014,1,3,1280.0,84.0,28.0,3.5,,2260.0,,84.0,49.0,,4.0
10100,2014,1,3,1360.0,90.0,31.0,3.5,,2520.0,,84.0,53.0,,4.0
10101,2014,1,3,980.0,65.0,23.0,3.0,,1650.0,,56.0,43.0,,3.0
10102,2014,1,3,1030.0,63.0,27.0,3.0,,2570.0,,65.0,53.0,,5.0
10103,2014,1,3,1220.0,79.0,30.0,2.5,,2340.0,,72.0,53.0,,4.0
10104,2014,1,3,1280.0,74.0,27.0,3.0,,2940.0,,99.0,55.0,,6.0
10106,2014,1,3,1400.0,105.0,45.0,3.5,,3260.0,,43.0,72.0,,6.0
10108,2014,1,3,790.0,48.0,17.0,2.5,,1220.0,,49.0,39.0,,3.0
10109,2014,1,3,940.0,61.0,24.0,3.0,,1700.0,,51.0,47.0,,3.0
10110,2014,1,3,970.0,63.0,24.0,2.5,,1710.0,,51.0,50.0,,4.0
10111,2014,1,3,550.0,22.0,4.5,0.0,,1560.0,,60.0,30.0,,7.0
10112,2014,1,9,980.0,54.0,17.0,2.0,,5240.0,,74.0,62.0,,18.0
10113,2014,1,9,1040.0,58.0,26.0,1.5,,3060.0,,64.0,63.0,,5.0
10116,2014,1,5,640.0,27.0,13.0,0.5,,1670.0,,57.0,42.0,,4.0
10117,2014,1,5,270.0,15.0,3.0,0.0,,770.0,,16.0,20.0,,1.0
10118,2014,1,5,310.0,9.0,2.5,0.0,,550.0,,45.0,11.0,,2.0
10119,2014,1,5,230.0,14.0,2.5,0.0,,540.0,,16.0,9.0,,1.0
10121,2014,1,5,120.0,3.5,1.5,0.0,,560.0,,0.0,22.0,,0.0
10122,2014,1,5,1330.0,76.0,32.0,1.5,,3850.0,,91.0,69.0,,7.0
10123,2014,1,5,1170.0,74.0,31.0,1.5,,3020.0,,85.0,42.0,,6.0
10125,2014,1,9,650.0,27.0,5.0,0.0,,2250.0,,65.0,36.0,,4.0
10126,2014,1,0,930.0,48.0,21.0,1.0,,2640.0,,84.0,43.0,,2.0
10127,2014,1,0,,,,,,,,,,,
