combo_id,item_id,year,builds,cat_id
704214541,100054,2018,Main Item,5
70814571,100057,2018,Main Item,9
704214551,100060,2018,Main Item,9
2301341,10012,2018,Accompanying Item,10
2331351,10012,2018,Accompanying Item,10
2271331,10013,2018,Accompanying Item,10
2301341,10013,2018,Accompanying Item,10
2331351,10013,2018,Accompanying Item,10
72514821,100161,2018,Accompanying Item,0
72514821,100162,2018,Main Item,0
721214791,100164,2018,Main Item,5
72414851,100170,2018,Main Item,5
72414861,100171,2018,Main Item,5
721714771,100175,2018,Accompanying Item,5
72414871,100176,2018,Main Item,5
72414911,100177,2018,Main Item,5
2301341,10018,2018,Accompanying Item,10
2331351,10018,2018,Accompanying Item,10
2161231,10020,2018,Accompanying Item,8
2161241,10020,2018,Accompanying Item,8
2161251,10020,2018,Accompanying Item,8
2161261,10020,2018,Accompanying Item,8
2161291,10020,2018,Accompanying Item,8
2331351,10020,2018,Accompanying Item,8
721714771,100210,2018,Main Item,5
721114841,100211,2018,Main Item,5
2301341,10023,2018,Accompanying Item,8
2331351,10023,2018,Accompanying Item,8
731415021,100232,2018,Accompanying Item,0
731415111,100232,2018,Accompanying Item,0
731415121,100232,2018,Accompanying Item,0
731415131,100232,2018,Accompanying Item,0
731415151,100232,2018,Accompanying Item,0
731415191,100232,2018,Accompanying Item,0
731415231,100232,2018,Accompanying Item,0
731415581,100232,2018,Accompanying Item,0
731415771,100232,2018,Accompanying Item,0
731415801,100232,2018,Accompanying Item,0
731415871,100232,2018,Accompanying Item,0
731415881,100232,2018,Accompanying Item,0
731415901,100232,2018,Accompanying Item,0
731415921,100232,2018,Accompanying Item,0
731415981,100232,2018,Accompanying Item,0
731416031,100232,2018,Accompanying Item,0
731416071,100232,2018,Accompanying Item,0
731515061,100232,2018,Accompanying Item,0
731515071,100232,2018,Accompanying Item,0
731515081,100232,2018,Accompanying Item,0
731515091,100232,2018,Accompanying Item,0
731515101,100232,2018,Accompanying Item,0
731515181,100232,2018,Accompanying Item,0
731515182,100232,2018,Accompanying Item,0
731515183,100232,2018,Accompanying Item,0
731515201,100232,2018,Accompanying Item,0
731515221,100232,2018,Accompanying Item,0
731515222,100232,2018,Accompanying Item,0
731515272,100232,2018,Accompanying Item,0
731515291,100232,2018,Accompanying Item,0
731515351,100232,2018,Accompanying Item,0
731515371,100232,2018,Accompanying Item,0
731515381,100232,2018,Accompanying Item,0
731515571,100232,2018,Accompanying Item,0
731515591,100232,2018,Accompanying Item,0
731515701,100232,2018,Accompanying Item,0
731515712,100232,2018,Accompanying Item,0
731515731,100232,2018,Accompanying Item,0
731515811,100232,2018,Accompanying Item,0
731515891,100232,2018,Accompanying Item,0
731515911,100232,2018,Accompanying Item,0
731515971,100232,2018,Accompanying Item,0
731516061,100232,2018,Accompanying Item,0
731615041,100232,2018,Accompanying Item,0
731615051,100232,2018,Accompanying Item,0
731615141,100232,2018,Accompanying Item,0
731615161,100232,2018,Accompanying Item,0
731615171,100232,2018,Accompanying Item,0
