item_id,year,item_name,item_description
104,2010,1/2 lb GrillBurger w/ Cheese,"1/2 lb GrillBurger w/ Cheese, Burgers"
1040,2010,"Sausage & Cheese, Sandwich on a Bun","Sausage & Cheese, Sandwich on a Bun, Breakfast"
10404,2010,"Coffee, Regular","Coffee, Regular, Beverages, Shakes & Desserts"
1041,2010,"Sausage & Egg, Sandwich on a Bun","Sausage & Egg, Sandwich on a Bun, Breakfast"
10412,2010,1% Lowfat Chocolate Milk,"1% Lowfat Chocolate Milk, Kids Meals"
10417,2010,2% Reduced Fat White Milk,"2% Reduced Fat White Milk, Kids Meals"
10420,2010,CapriSun Fruit Juice,"CapriSun Fruit Juice, Kids Meal"
1043,2010,Bacon & Cheese Sandwich on a Bun,"Bacon & Cheese Sandwich on a Bun, Breakfast"
1044,2010,"Bacon & Egg, Sandwich on a Bun","Bacon & Egg, Sandwich on a Bun, Breakfast"
105,2010,1/4 lb Classic GrillBurger w/ Cheese,"1/4 lb Classic GrillBurger w/ Cheese, Burgers"
10508,2010,Cake Cone,Cake Cone
10509,2010,Sugar Cone,Sugar Cone
10511,2010,Waffle Cone,Waffle Cone
10518,2010,Banana Royale Sundae,Banana Royale Sundae
10528,2010,Brownie Sundae,Brownie Sundae
10529,2010,"Cherries Jubilee Ice Cream, 25 oz Scoop","Cherries Jubilee Ice Cream, 25 oz Scoop"
10530,2010,"Cherries Jubilee Ice Cream, 4 oz","Cherries Jubilee Ice Cream, 4 oz"
10533,2010,"Chocolate Chip Cookie Dough, 25 oz","Chocolate Chip Cookie Dough, 25 oz"
10534,2010,"Chocolate Chip Cookie Dough, 4 oz","Chocolate Chip Cookie Dough, 4 oz"
10536,2010,Chocolate Chip Cookie Dough Sundae,Chocolate Chip Cookie Dough Sundae
10537,2010,"Chocolate Chip Ice Cream, 25 oz","Chocolate Chip Ice Cream, 25 oz"
10538,2010,"Chocolate Chip Ice Cream, 4 oz","Chocolate Chip Ice Cream, 4 oz"
1054,2010,Cheesy Bacon BK Wrapper,"Cheesy Bacon BK Wrapper, Breakfast"
10547,2010,"Chocolate Ice Cream, 25 oz","Chocolate Ice Cream, 25 oz"
10548,2010,"Chocolate Ice Cream, 4 oz","Chocolate Ice Cream, 4 oz"
1055,2010,Chicken Breakfast Burrito,"Chicken Breakfast Burrito, Breakfast Items"
10554,2010,Classic Banana Split,Classic Banana Split
1056,2010,Sausage Breakfast Burrito,"Sausage Breakfast Burrito, Breakfast Items"
10566,2010,"Fat-Free Vanilla Frozen Yogurt, 25 oz","Fat-Free Vanilla Frozen Yogurt, 25 oz"
10567,2010,"Fat-Free Vanilla Frozen Yogurt, 4 oz","Fat-Free Vanilla Frozen Yogurt, 4 oz"
10572,2010,"Gold Medal Ribbon Ice Cream, 25 oz","Gold Medal Ribbon Ice Cream, 25 oz"
10573,2010,"Gold Medal Ribbon Ice Cream, 4 oz","Gold Medal Ribbon Ice Cream, 4 oz"
10576,2010,Heath 31∞ Below Pie,Heath 31∞ Below Pie
10580,2010,"Jamoca Almond Fudge Ice Cream, 25 oz","Jamoca Almond Fudge Ice Cream, 25 oz"
10581,2010,"Jamoca Almond Fudge Ice Cream, 4 oz","Jamoca Almond Fudge Ice Cream, 4 oz"
10582,2010,"Jamoca Ice Cream, 25 oz","Jamoca Ice Cream, 25 oz"
10583,2010,"Jamoca Ice Cream, 4 oz","Jamoca Ice Cream, 4 oz"
10584,2010,"Vanilla Soft Serve, Kid's Size, 3 oz","Vanilla Soft Serve, Kid's Size, 3 oz"
10585,2010,"Butterfinger 31∞ Below, Large","Butterfinger 31∞ Below, Large"
10586,2010,"Chocolate Chip Cookie Dough 31∞ Below, Large","Chocolate Chip Cookie Dough 31∞ Below, Large"
10587,2010,"Heath 31∞ Below, Large","Heath 31∞ Below, Large"
10588,2010,"Made w/ M&M's 31∞, Large","Made w/ M&M's 31∞, Large"
10589,2010,"OREO 31∞ Below, Large","OREO 31∞ Below, Large"
10590,2010,"Reeseís Peanut Butter Cup 31∞ Below, Large","Reeseís Peanut Butter Cup 31∞ Below, Large"
10591,2010,"Made w/ Snickers 31∞, Large","Made w/ Snickers 31∞, Large"
10592,2010,"Vanilla Soft Serve, Large Size, 9 oz","Vanilla Soft Serve, Large Size, 9 oz"
10595,2010,"Lemon Sorbet, 25 oz","Lemon Sorbet, 25 oz"
10596,2010,"Lemon Sorbet, 4 oz","Lemon Sorbet, 4 oz"
106,2010,1/4 lb FlameThrower GrillBurger,"1/4 lb FlameThrower GrillBurger, Burgers"
1060,2010,Steak & Egg Burrito,"Steak & Egg Burrito, Breakfast"
10600,2010,"Made w/ Snickers Ice Cream, 25 oz","Made w/ Snickers Ice Cream, 25 oz"
10601,2010,"Made w/ Snickers Ice Cream, 4 oz","Made w/ Snickers Ice Cream, 4 oz"
10602,2010,Made w/ Snickers Sundae,Made w/ Snickers Sundae
10603,2010,"Butterfinger 31∞ Below, Medium","Butterfinger 31∞ Below, Medium"
10604,2010,"Chocolate Chip Cookie Dough 31∞ Below, Medium","Chocolate Chip Cookie Dough 31∞ Below, Medium"
10605,2010,"Heath 31∞ Below, Medium","Heath 31∞ Below, Medium"
10606,2010,"Made w/ M&M's 31∞, Medium","Made w/ M&M's 31∞, Medium"
10607,2010,"OREO 31∞ Below, Medium","OREO 31∞ Below, Medium"
10608,2010,"Reeseís Peanut Butter Cup 31∞ Below, Medium","Reeseís Peanut Butter Cup 31∞ Below, Medium"
10609,2010,"Made w/ Snickers 31∞, Medium","Made w/ Snickers 31∞, Medium"
1061,2010,Loaded Breakfast Burrito,"Loaded Breakfast Burrito, Breakfast"
1062,2010,Bacon & Egg Burrito,"Bacon & Egg Burrito, Breakfast"
10622,2010,"Mint Chocolate Chip Ice Cream, 25 oz","Mint Chocolate Chip Ice Cream, 25 oz"
10623,2010,"Mint Chocolate Chip Ice Cream, 4 oz","Mint Chocolate Chip Ice Cream, 4 oz"
10629,2010,Nutty Coconut Ice Cream 25 oz,Nutty Coconut Ice Cream 25 oz
1063,2010,Breakfast Burrito,"Breakfast Burrito, Breakfast"
10630,2010,"Nutty Coconut Ice Cream, 4 oz","Nutty Coconut Ice Cream, 4 oz"
10632,2010,"Old Fashioned Butter Pecan, 25 oz","Old Fashioned Butter Pecan, 25 oz"
10633,2010,"Old Fashioned Butter Pecan Ice Cream, 4 oz","Old Fashioned Butter Pecan Ice Cream, 4 oz"
10638,2010,OREO 31∞ Below Pie,OREO 31∞ Below Pie
1064,2010,Egg & Cheese Burrito,"Egg & Cheese Burrito, Breakfast"
10640,2010,"OREO Cookies 'n Cream, 4 oz","OREO Cookies 'n Cream, 4 oz"
10643,2010,"OREO Cookies 'n Cream, 25 oz","OREO Cookies 'n Cream, 25 oz"
10644,2010,"Peanut Butter 'n Chocolate, 25 oz","Peanut Butter 'n Chocolate, 25 oz"
10645,2010,"Peanut Butter 'n Chocolate, 4 oz","Peanut Butter 'n Chocolate, 4 oz"
10649,2010,"Pistachio Almond Ice Cream, 25 oz","Pistachio Almond Ice Cream, 25 oz"
1065,2010,Bacon & Egg Quesadilla,"Bacon & Egg Quesadilla, Breakfast"
10650,2010,"Pistachio Almond Ice Cream, 4 oz","Pistachio Almond Ice Cream, 4 oz"
10652,2010,"Pralines 'n Cream Ice Cream, 25 oz","Pralines 'n Cream Ice Cream, 25 oz"
10653,2010,"Pralines 'n Cream Ice, 4 oz","Pralines 'n Cream Ice, 4 oz"
1066,2010,Big Fat Breakfast Taco,"Big Fat Breakfast Taco, Breakfast"
10661,2010,"Premium Churned Reduced-Fat No Sugar Added Pineapple Coconut Ice Cream, 25 oz","Premium Churned Reduced-Fat No Sugar Added Pineapple Coconut Ice Cream, 25 oz"
10662,2010,"Premium Churned Reduced-Fat No Sugar Added Pineapple Coconut Ice Cream, 4 oz","Premium Churned Reduced-Fat No Sugar Added Pineapple Coconut Ice Cream, 4 oz"
10665,2010,"Premium Churned Reduced-Fat No Sugar Added Caramel Turtle Truffle Ice Cream, 4 oz","Premium Churned Reduced-Fat No Sugar Added Caramel Turtle Truffle Ice Cream, 4 oz"
10666,2010,"Premium Churned Reduced-Fat No Sugar Added Caramel Turtle Truffle Ice Cream, 25 oz","Premium Churned Reduced-Fat No Sugar Added Caramel Turtle Truffle Ice Cream, 25 oz"
1067,2010,Steak & Egg Burrito,"Steak & Egg Burrito, Breakfast"
10671,2010,"Rainbow Sherbet, 25 oz","Rainbow Sherbet, 25 oz"
10672,2010,"Rainbow Sherbet, 4 oz","Rainbow Sherbet, 4 oz"
10675,2010,Reeseís Peanut Butter Cup 31∞ Below Pie,Reeseís Peanut Butter Cup 31∞ Below Pie
10676,2010,"Reese's Peanut Butter Cup, 25 oz","Reese's Peanut Butter Cup, 25 oz"
10677,2010,"Reese's Peanut Butter Cup, 4 oz","Reese's Peanut Butter Cup, 4 oz"
10678,2010,Reeseís Peanut Butter Cup Sundae,Reeseís Peanut Butter Cup Sundae
10684,2010,"Vanilla Soft Serve, Regular Size, 6 oz","Vanilla Soft Serve, Regular Size, 6 oz"
10687,2010,"Rocky Road Ice Cream, 25 oz","Rocky Road Ice Cream, 25 oz"
10688,2010,"Rocky Road Ice Cream, 4 oz","Rocky Road Ice Cream, 4 oz"
1069,2010,Spicy Elmo,"Spicy Elmo, Breakfast Wraps"
10692,2010,"Butterfinger 31∞ Below, Small","Butterfinger 31∞ Below, Small"
10693,2010,"Chocolate Chip Cookie Dough 31∞ Below, Small","Chocolate Chip Cookie Dough 31∞ Below, Small"
10694,2010,"Heath 31∞ Below, Small","Heath 31∞ Below, Small"
10695,2010,"Made w/ M&M's 31∞, Small","Made w/ M&M's 31∞, Small"
10696,2010,"OREO 31∞ Below, Small","OREO 31∞ Below, Small"
10698,2010,"Made w/ Snickers 31∞, Small","Made w/ Snickers 31∞, Small"
1070,2010,Santa Fe,"Santa Fe, Breakfast Wraps"
1071,2010,Loaded Breakfast Burrito,"Loaded Breakfast Burrito, Breakfast"
10718,2010,"Vanilla Ice Cream, 25 oz","Vanilla Ice Cream, 25 oz"
10719,2010,"Vanilla Ice Cream, 4 oz","Vanilla Ice Cream, 4 oz"
10721,2010,"Very Berry Strawberry Ice Cream, 25 oz","Very Berry Strawberry Ice Cream, 25 oz"
10722,2010,"Very Berry Strawberry Ice Cream, 4 oz","Very Berry Strawberry Ice Cream, 4 oz"
10731,2010,"World Class Chocolate Ice Cream, 25 oz","World Class Chocolate Ice Cream, 25 oz"
10732,2010,"World Class Chocolate Ice Cream, 4 oz","World Class Chocolate Ice Cream, 4 oz"
10733,2010,"Chocolate Chip Shake, Small","Chocolate Chip Shake, Small"
10734,2010,"Chocolate Shake w/ Chocolate Ice Cream, Large","Chocolate Shake w/ Chocolate Ice Cream, Large"
10735,2010,"Chocolate Shake w/ Chocolate Ice Cream, Medium","Chocolate Shake w/ Chocolate Ice Cream, Medium"
10736,2010,"Chocolate Shake w/ Chocolate Ice Cream, Small","Chocolate Shake w/ Chocolate Ice Cream, Small"
10737,2010,"Mint OREO Shake w/ Premium Churned Light Mint OREO Ice Cream, Large","Mint OREO Shake w/ Premium Churned Light Mint OREO Ice Cream, Large"
10738,2010,"Chocolate Shake w/ Vanilla Ice Cream, Large","Chocolate Shake w/ Vanilla Ice Cream, Large"
10739,2010,"Chocolate Shake w/ Vanilla Ice Cream, Medium","Chocolate Shake w/ Vanilla Ice Cream, Medium"
10740,2010,"Chocolate Shake w/ Vanilla Ice Cream, Small","Chocolate Shake w/ Vanilla Ice Cream, Small"
10741,2010,"Mint Chocolate Chip Shake, Medium","Mint Chocolate Chip Shake, Medium"
10742,2010,"Mint OREO Shake w/ Premium Churned Light Mint OREO Ice Cream, Small","Mint OREO Shake w/ Premium Churned Light Mint OREO Ice Cream, Small"
10746,2010,"Strawberry Shake w/ Very Berry Strawberry Ice Cream, Large","Strawberry Shake w/ Very Berry Strawberry Ice Cream, Large"
10747,2010,"Strawberry Shake w/ Very Berry Strawberry Ice Cream, Medium","Strawberry Shake w/ Very Berry Strawberry Ice Cream, Medium"
10748,2010,"Strawberry Shake w/ Very Berry Strawberry Ice Cream, Small","Strawberry Shake w/ Very Berry Strawberry Ice Cream, Small"
10751,2010,"Chocolate Chip Cookie Dough Shake, Large","Chocolate Chip Cookie Dough Shake, Large"
10752,2010,"Chocolate Chip Cookie Dough Shake, Medium","Chocolate Chip Cookie Dough Shake, Medium"
10753,2010,"Chocolate Chip Cookie Dough Shake, Small","Chocolate Chip Cookie Dough Shake, Small"
10754,2010,"Chocolate Chip Shake, Large","Chocolate Chip Shake, Large"
10755,2010,"Chocolate Chip Shake, Medium","Chocolate Chip Shake, Medium"
10757,2010,"Vanilla Shake, Large","Vanilla Shake, Large"
10758,2010,"Vanilla Shake, Medium","Vanilla Shake, Medium"
10759,2010,"Vanilla Shake, Small","Vanilla Shake, Small"
10760,2010,"Cappuccino Blast w/ Whipped Cream, Large","Cappuccino Blast w/ Whipped Cream, Large"
10761,2010,"Cappuccino Blast Made w/ Soft Serve, Large","Cappuccino Blast Made w/ soft serve, Large"
10762,2010,"Cappuccino Blast Made w/ Soft Serve, Medium","Cappuccino Blast Made w/ Soft Serve, Medium"
10763,2010,"Cappuccino Blast Made w/ Soft Serve, Small","Cappuccino Blast Made w/ Soft Serve, Small"
10764,2010,"Cappuccino Blast Caramel, Large","Cappuccino Blast Caramel, Large"
10765,2010,"Cappuccino Blast Caramel, Medium","Cappuccino Blast Caramel, Medium"
10766,2010,"Cappuccino Blast Caramel, Small","Cappuccino Blast Caramel, Small"
10770,2010,"Cappuccino Blast Mocha w/ Whipped Cream, Large","Cappuccino Blast Mocha w/ Whipped Cream, Large"
10771,2010,"Cappuccino Blast Mocha w/ Whipped Cream, Medium","Cappuccino Blast Mocha w/ Whipped Cream, Medium"
10772,2010,"Cappuccino Blast Mocha w/ Whipped Cream, Small","Cappuccino Blast Mocha w/ Whipped Cream, Small"
10776,2010,"Cappuccino Blast Turtle, Large","Cappuccino Blast Turtle, Large"
10777,2010,"Cappuccino Blast Turtle, Medium","Cappuccino Blast Turtle, Medium"
10778,2010,"Cappuccino Blast Turtle, Small","Cappuccino Blast Turtle, Small"
10779,2010,"OREO 'n Cookies Cappuccino Blast, Large","OREO 'n Cookies Cappuccino Blast, Large"
1078,2010,"Breakfast Burritos, Bacon, Egg & Cheese","Breakfast Burritos, Bacon, Egg & Cheese, Breakfast Items"
10780,2010,"OREO 'n Cookies Cappuccino Blast, Medium","OREO 'n Cookies Cappuccino Blast, Medium"
10781,2010,"OREO 'n Cookies Cappuccino Blast, Small","OREO 'n Cookies Cappuccino Blast, Small"
10782,2010,"Peach Passion Fruit Blast, Large","Peach Passion Fruit Blast, Large"
10783,2010,"Peach Passion Fruit Blast, Medium","Peach Passion Fruit Blast, Medium"
10784,2010,"Peach Passion Fruit Blast, Small","Peach Passion Fruit Blast, Small"
10785,2010,"Strawberry Citrus Fruit Blast, Large","Strawberry Citrus Fruit Blast, Large"
10786,2010,"Strawberry Citrus Fruit Blast, Medium","Strawberry Citrus Fruit Blast, Medium"
10787,2010,"Strawberry Citrus Fruit Blast, Small","Strawberry Citrus Fruit Blast, Small"
10788,2010,"Wild Mango Fruit Blast Smoothie, Large","Wild Mango Fruit Blast Smoothie, Large"
10789,2010,"Wild Mango Fruit Blast Smoothie, Medium","Wild Mango Fruit Blast Smoothie, Medium"
1079,2010,"Breakfast Burritos, Sausage, Egg & Cheese","Breakfast Burritos, Sausage, Egg & Cheese, Breakfast Items"
10790,2010,"Wild Mango Fruit Blast Smoothie, Small","Wild Mango Fruit Blast Smoothie, Small"
10794,2010,"Peach Passion Banana Fruit Blast Smoothie, Large","Peach Passion Banana Fruit Blast Smoothie, Large"
10795,2010,"Peach Passion Banana Fruit Blast Smoothie, Medium","Peach Passion Banana Fruit Blast Smoothie, Medium"
10796,2010,"Peach Passion Banana Fruit Blast Smoothie, Small","Peach Passion Banana Fruit Blast Smoothie, Small"
10797,2010,"Strawberry Banana Fruit Blast Smoothie, Large","Strawberry Banana Fruit Blast Smoothie, Large"
10798,2010,"Strawberry Banana Fruit Blast Smoothie, Medium","Strawberry Banana Fruit Blast Smoothie, Medium"
10799,2010,"Strawberry Banana Fruit Blast Smoothie, Small","Strawberry Banana Fruit Blast Smoothie, Small"
108,2010,Original Bacon Double Cheeseburger,"Original Bacon Double Cheeseburger, Burgers"
1080,2010,"Breakfast Burritos, Ham, Egg & Cheese","Breakfast Burritos, Ham, Egg & Cheese, Breakfast Items"
10800,2010,"Freeze w/ Orange Sherbet, Large","Freeze w/ Orange Sherbet, Large"
10801,2010,"Freeze w/ Orange Sherbet, Medium","Freeze w/ Orange Sherbet, Medium"
10802,2010,"Freeze w/ Orange Sherbet, Small","Freeze w/ Orange Sherbet, Small"
10803,2010,"Ice Cream Float w/ Vanilla Ice Cream & Root Beer, Large","Ice Cream Float w/ Vanilla Ice Cream & Root Beer, Large"
10804,2010,"Ice Cream Float w/ Vanilla Ice Cream & Root Beer, Medium","Ice Cream Float w/ Vanilla Ice Cream & Root Beer, Medium"
10805,2010,"Ice Cream Float w/ Vanilla Ice Cream & Root Beer, Small","Ice Cream Float w/ Vanilla Ice Cream & Root Beer, Small"
10806,2010,"Ice Cream Soda w/ Vanilla Ice Cream, Large","Ice Cream Soda w/ Vanilla Ice Cream, Large"
10807,2010,"Ice Cream Soda w/ Vanilla Ice Cream, Medium","Ice Cream Soda w/ Vanilla Ice Cream, Medium"
10808,2010,"Ice Cream Soda w/ Vanilla Ice Cream, Small","Ice Cream Soda w/ Vanilla Ice Cream, Small"
1081,2010,SuperSonic Breakfast Burrito,"SuperSonic Breakfast Burrito, Breakfast Items"
1087,2010,Taquito w/ Bacon & Egg,Taquito w/ Bacon & Egg
1088,2010,"Taquito w/ Bacon, Egg & Cheese","Taquito w/ Bacon, Egg & Cheese"
1089,2010,Taquito w/ Potato & Egg,Taquito w/ Potato & Egg
109,2010,Original Cheeseburger,"Original Cheeseburger, Burgers"
1090,2010,"Taquito w/ Potato, Egg & Cheese","Taquito w/ Potato, Egg & Cheese"
10900,2010,Biscuit,Biscuit
10903,2010,Dinner Rolls,Dinner Rolls
10904,2010,English Muffin,English Muffin
10906,2010,Mini Bun,Mini Bun
10907,2010,Rye Bread,Rye Bread
10908,2010,"Rye Bread, Toasted & Buttered","Rye Bread, Toasted & Buttered"
10909,2010,Sourdough Bread,Sourdough Bread
1091,2010,Taquito w/ Sausage & Egg,Taquito w/ Sausage & Egg
10910,2010,Texas Toast,Texas Toast
10911,2010,Wheat Bread,Wheat Bread
10912,2010,"Wheat Bread, Toasted & Buttered","Wheat Bread, Toasted & Buttered"
10913,2010,White Bread,White Bread
10914,2010,"White Bread, Toasted & Buttered","White Bread, Toasted & Buttered"
10919,2010,Bowl of Bean Soup,Bowl of Bean Soup
1092,2010,"Taquito w/ Sausage, Egg & Cheese","Taquito w/ Sausage, Egg & Cheese"
10920,2010,Bowl of Cheddar Baked Potato Soup,"Bowl of Cheddar Baked Potato Soup w/ Cheddar, Bacon & Scallions"
10921,2010,Cup of Cheddar Baked Potato Soup,"Cup of Cheddar Baked Potato Soup w/ Cheddar, Bacon & Scallions"
10922,2010,Bowl of Vegetable Beef Soup,Bowl of Vegetable Beef Soup
10923,2010,Bowl Sausage Chili,Bowl Sausage Chili
10924,2010,Cup of Sausage Chili,Cup of Sausage Chili
10927,2010,Cup of Vegetable Beef Soup,Cup of Vegetable Beef Soup
10928,2010,Cup of Bean Soup,Cup of Bean Soup
10929,2010,"Cobb Salad, Savor Size","Cobb Salad w/ Salad Mix, Tomatoes, Bacon, Cheddar Cheese, Blue Cheese, Eggs, Grilled Chicken Tenders & Scallions, Savor Size"
10930,2010,Cobb Salad,"Cobb Salad w/ Salad Mix, Tomatoes, Bacon, Cheddar Cheese, Blue Cheese, Eggs, Grilled Chicken Tenders & Scallions"
10931,2010,Cranberry Pecan Chicken Salad,"Cranberry Pecan Chicken Salad w/ Salad Mix, Chicken, Pecans, Blue Cheese, Bacon, Cranberries & Sweet Italian Dressing"
10932,2010,Garden Salad,"Garden Salad w/ Salad Mix, Croutons & Tomatoes"
10933,2010,"Heritage Chef Salad, Savor Size","Heritage Chef Salad w/ Salad Mix, Turkey, Ham, Bacon, Tomatoes, Swiss Cheese, Eggs & Scallions, Savor Size"
10934,2010,Heritage Chef Salad,"Heritage Chef Salad w/ Salad Mix, Turkey, Ham, Bacon, Tomatoes, Swiss Cheese, Eggs & Scallions"
10935,2010,Specialty Garden Salad,"Specialty Garden Salad w/ Salad Mix, Croutons, Tomatoes, Cheddar Cheese & Bacon"
10936,2010,"Fresh Garden Salad, Kids","Fresh Garden Salad w/ Salad Mix & Cheddar Cheese, Kids"
10937,2010,"Wildfire Fried Chicken Salad, Savor Size","Wildfire Fried Chicken Salad w/ Salad Mix, Fried Chicken Tenders, Wildfire Sauce, Tomatoes, Corn, Tortilla Strips, Cheddar Cheese & Scallions, Savor Size"
10938,2010,Wildfire Fried Chicken Salad,"Wildfire Fried Chicken Salad w/ Salad Mix, Fried Chicken Tenders, Wildfire Sauce, Tomatoes, Corn, Tortilla Strips, Cheddar Cheese & Scallions,"
10939,2010,"Wildfire Grilled Chicken Salad, Savor Size","Wildfire Grilled Chicken Salad w/ Salad Mix, Grilled Chicken Tenders, Wildfire Sauce, Tomatoes, Corn, Tortilla Strips, Cheddar Cheese & Scallions, Savor Size"
10940,2010,Wildfire Grilled Chicken Salad,"Wildfire Grilled Chicken Salad w/ Salad Mix, Grilled Chicken Tenders, Wildfire Sauce, Tomatoes, Corn, Tortilla Strips, Cheddar Cheese & Scallions"
10941,2010,"Cranberry Pecan Chicken Salad, Savor Size","Cranberry Pecan Chicken Salad w/ Salad Mix, Chicken, Pecans, Blue Cheese, Bacon, Cranberries & Sweet Italian Dressing, Savor Size"
10942,2010,Fresh Garden Salad,"Fresh Garden Salad w/out Croutons or Dressing w/ Salad Base & Tomatoes, Fit From the Farm"
10943,2010,"Apple-Cranberry Spinach Salad w/ Reduced-Fat Raspberry Dressing, Savor Size","Apple-Cranberry Spinach Salad w/ Reduced-Fat Raspberry Dressing w/ Baby Spinach, Slow Roasted Chicken, Apples, Dried Cranberries & Honey Roasted Pecans, Savor Size, Fit From the Farm"
10944,2010,Apple-Cranberry Spinach Salad w/ Reduced-Fat Raspberry Dressing,"Apple-Cranberry Spinach Salad w/ Reduced-Fat Raspberry Dressing w/ Baby Spinach, Slow Roasted Chicken, Apples, Dried Cranberries & Honey Roasted Pecans, Fit From the Farm"
10945,2010,Open-Faced Roast Beef,Open-Faced Roast Beef on Texas Toast
10946,2010,Grilled Cheese Triangles,"Grilled Cheese Triangles, Kids"
10947,2010,"1 Mini Cheeseburgers, Kids","1 Mini Cheeseburgers w/ Mini Ground Beef Patty & American Cheese on Mini Bun, Kids"
10948,2010,Bacon Cheeseburger,"Bacon Cheeseburger w/ Ground Beef Patty, American Cheese, Bacon, Lettuce, Tomato & Pickle on Kaiser Bun"
1095,2010,Kid's Organic Peanut Butter & Jelly Sandwich,"Kid's Organic Peanut Butter & Jelly Sandwich, Jason's Just Right Kid's Menu"
10953,2010,Biscuit Sandwich,"Biscuit Sandwich w/ Egg, Bob Evans Sausage & American Cheese, Breakfast"
10954,2010,Fried Chicken Club Sandwich,"Fried Chicken Club Sandwich w/ Fried Chicken Breast, Bacon, Monterey Jack Cheese, Lettuce & Tomato on Kaiser Bun"
10955,2010,Grilled Chicken Club Sandwich,"Grilled Chicken Club Sandwich w/ Grilled Chicken Breast, Bacon, Monterey Jack, Cheese, Lettuce & Tomato on Kaiser Bun"
10960,2010,Grilled Cheese Sandwich,Grilled Cheese Sandwich
10961,2010,Knife & Fork Turkey Sandwich,"Knife & Fork Turkey Sandwich w/ Mashed Potatoes, Turkey, Bread & Celery Dressing & Chicken Gravy on Texas Toast"
10962,2010,"Pot Roast Sandwich, Half","Pot Roast Sandwich w/ Pot Roast, American Cheese, Carrot & Onion Mix on Sourdough Bread, Half"
10963,2010,Pot Roast Sandwich,"Pot Roast Sandwich w/ Pot Roast, American Cheese, Carrot & Onion Mix on Sourdough Bread"
10964,2010,"Turkey Bacon Melt, Half","Turkey Bacon Melt w/ Tomatoes & American Cheese on Sourdough Bread, Half"
10965,2010,Turkey Bacon Melt,"Turkey Bacon Melt w/ Tomatoes & American Cheese on Sourdough Bread, Sandwiches"
10967,2010,"Turkey Lurkey, Kids","Turkey Lurkey w/ Chicken Gravy, Kids"
10968,2010,"Country Fried Steak, A La Carte","Country Fried Steak, A La Carte"
10969,2010,"Country Fried Steak w/ Gravy, A La Carte","Country Fried Steak w/ Gravy, A La Carte"
10970,2010,"Meatloaf, A La Carte","Meatloaf, A La Carte"
10971,2010,"Fried Chicken Breast, A La Carte","Fried Chicken Breast, A La Carte"
10972,2010,"Garlic Butter Grilled Chicken Breast, A La Carte","Garlic Butter Grilled Chicken Breast, A La Carte"
10973,2010,"Grilled Chicken Breast, A La Carte","Grilled Chicken Breast, A La Carte"
10974,2010,Cup of Oatmeal,Cup of Oatmeal
10975,2010,Border Scramble Omelet w/ Bob Evans Egg Lites,"Border Scramble Omelet w/ Bob Evans Egg Lites, Pepper Jack Cheese, Sour Cream & Scallions"
