combo_id,item_id,year,builds,cat_id
10241061,10296,2010,Main Item,8
10241062,10297,2010,Main Item,8
10231031,10357,2010,Main Item,5
10231032,10358,2010,Main Item,5
10231031,10392,2010,Accompanying Item,11
10231032,10392,2010,Accompanying Item,11
10821631,10942,2010,Main Item,8
10821631,11120,2010,Accompanying Item,11
10821631,11121,2010,Accompanying Item,11
10821631,11122,2010,Accompanying Item,11
10821631,11123,2010,Accompanying Item,11
10821631,11124,2010,Accompanying Item,11
10821631,11125,2010,Accompanying Item,11
10821631,11128,2010,Accompanying Item,11
10821631,11129,2010,Accompanying Item,11
10821631,11130,2010,Accompanying Item,11
10821631,11131,2010,Accompanying Item,11
10821631,11132,2010,Accompanying Item,11
10821631,11133,2010,Accompanying Item,11
10821631,11134,2010,Accompanying Item,11
10821631,11135,2010,Accompanying Item,11
112142011,11464,2010,Main Item,3
112142012,11489,2010,Main Item,3
112142013,11506,2010,Main Item,9
112142014,11510,2010,Main Item,9
112142015,11519,2010,Main Item,3
112142016,11520,2010,Main Item,3
112142017,11525,2010,Main Item,3
112142018,11529,2010,Main Item,3
11222001,11631,2010,Accompanying Item,11
11222021,11641,2010,Accompanying Item,11
16947361,1205,2010,Main Item,5
16947362,1206,2010,Main Item,5
16937391,1207,2010,Main Item,5
16947363,1208,2010,Main Item,5
16937392,1209,2010,Main Item,5
11422171,12132,2010,Accompanying Item,8
11422171,12176,2010,Main Item,5
11422171,12209,2010,Accompanying Item,0
11422171,12212,2010,Accompanying Item,0
11422171,12214,2010,Accompanying Item,0
11422171,12219,2010,Accompanying Item,0
11752302,12272,2010,Main Item,8
11752301,12416,2010,Accompanying Item,11
11752302,12416,2010,Accompanying Item,11
11752303,12416,2010,Accompanying Item,11
11752304,12416,2010,Accompanying Item,11
18859931,1252,2010,Main Item,0
18859932,1253,2010,Main Item,0
223211571,1261,2010,Main Item,0
205311171,1268,2010,Main Item,5
205311172,1269,2010,Main Item,5
12322621,12771,2010,Accompanying Item,10
12322621,12772,2010,Accompanying Item,10
12322621,12773,2010,Accompanying Item,10
12322621,12774,2010,Accompanying Item,10
12322621,12783,2010,Accompanying Item,8
12332681,12785,2010,Main Item,8
12322621,12787,2010,Accompanying Item,8
12322621,12789,2010,Accompanying Item,8
123123081,12794,2010,Main Item,9
123123082,12795,2010,Main Item,9
123123083,12796,2010,Main Item,9
123123084,12797,2010,Main Item,3
123123085,12798,2010,Main Item,3
12342541,12821,2010,Main Item,5
12352932,12823,2010,Main Item,5
12343012,12831,2010,Main Item,5
123123086,12836,2010,Main Item,5
123123087,12837,2010,Main Item,5
123123088,12838,2010,Main Item,5
123123089,12839,2010,Main Item,5
123162551,12840,2010,Accompanying Item,11
1231625510,12840,2010,Accompanying Item,11
1231625511,12840,2010,Accompanying Item,11
1231625512,12840,2010,Accompanying Item,11
1231625513,12840,2010,Accompanying Item,11
1231625514,12840,2010,Accompanying Item,11
1231625515,12840,2010,Accompanying Item,11
123162552,12840,2010,Accompanying Item,11
123162553,12840,2010,Accompanying Item,11
123162554,12840,2010,Accompanying Item,11
123162555,12840,2010,Accompanying Item,11
123162556,12840,2010,Accompanying Item,11
123162557,12840,2010,Accompanying Item,11
123162558,12840,2010,Accompanying Item,11
123162559,12840,2010,Accompanying Item,11
123162551,12841,2010,Accompanying Item,11
1231625510,12841,2010,Accompanying Item,11
1231625511,12841,2010,Accompanying Item,11
1231625512,12841,2010,Accompanying Item,11
1231625513,12841,2010,Accompanying Item,11
1231625514,12841,2010,Accompanying Item,11
1231625515,12841,2010,Accompanying Item,11
123162552,12841,2010,Accompanying Item,11
123162553,12841,2010,Accompanying Item,11
123162554,12841,2010,Accompanying Item,11
123162555,12841,2010,Accompanying Item,11
123162556,12841,2010,Accompanying Item,11
123162557,12841,2010,Accompanying Item,11
123162558,12841,2010,Accompanying Item,11
123162559,12841,2010,Accompanying Item,11
123162551,12842,2010,Accompanying Item,0
1231625510,12842,2010,Accompanying Item,0
1231625511,12842,2010,Accompanying Item,0
1231625512,12842,2010,Accompanying Item,0
1231625513,12842,2010,Accompanying Item,0
1231625514,12842,2010,Accompanying Item,0
1231625515,12842,2010,Accompanying Item,0
123162552,12842,2010,Accompanying Item,0
123162553,12842,2010,Accompanying Item,0
123162554,12842,2010,Accompanying Item,0
123162555,12842,2010,Accompanying Item,0
123162556,12842,2010,Accompanying Item,0
123162557,12842,2010,Accompanying Item,0
123162558,12842,2010,Accompanying Item,0
123162559,12842,2010,Accompanying Item,0
123162551,12843,2010,Accompanying Item,11
1231625510,12843,2010,Accompanying Item,11
1231625511,12843,2010,Accompanying Item,11
1231625512,12843,2010,Accompanying Item,11
1231625513,12843,2010,Accompanying Item,11
1231625514,12843,2010,Accompanying Item,11
1231625515,12843,2010,Accompanying Item,11
123162552,12843,2010,Accompanying Item,11
