item_id,year,r_id,cat_id,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,potassium,carbs,protein,sugar,dietary_Fiber
100,2008,23.0,3,396.0,20.0,8.0,1.0,78.0,955.0,,36.0,22.0,,1.0
100353,2008,76.0,8,840.0,53.0,8.0,,,5460.0,,62.0,33.0,,7.0
1009,2008,84.0,9,450.0,19.0,8.0,0.0,200.0,1390.0,,46.0,28.0,6.0,5.0
101776,2008,82.0,2,280.0,11.0,6.0,0.0,35.0,135.0,,36.0,11.0,33.0,0.0
102444,2008,86.0,11,70.0,5.0,1.0,0.0,0.0,180.0,,5.0,1.0,1.0,2.0
102554,2008,88.0,1,350.0,12.0,15.0,0.0,15.0,560.0,,59.0,4.0,31.0,2.0
102757,2008,88.0,2,300.0,15.0,8.0,0.0,50.0,85.0,,41.0,0.0,40.0,0.0
10304,2008,2.0,9,461.0,28.0,8.0,0.0,169.0,1446.0,,30.0,17.0,4.0,1.0
10305,2008,2.0,9,378.0,22.0,10.0,0.0,198.0,850.0,,23.0,14.0,3.0,1.0
10306,2008,2.0,9,437.0,16.0,5.0,0.0,174.0,1220.0,,40.0,20.0,5.0,2.0
10307,2008,2.0,9,515.0,29.0,8.0,5.0,165.0,1367.0,,50.0,16.0,2.0,2.0
1031,2008,91.0,9,450.0,28.0,13.0,0.0,224.0,1028.0,,33.0,13.0,2.0,1.0
10323,2008,2.0,9,444.0,24.0,6.0,0.0,171.0,1734.0,,31.0,21.0,4.0,1.0
10324,2008,2.0,9,361.0,18.0,9.0,0.0,200.0,1138.0,,23.0,19.0,4.0,1.0
10325,2008,2.0,9,442.0,14.0,4.0,0.0,180.0,1586.0,,41.0,26.0,6.0,2.0
10326,2008,2.0,9,575.0,31.0,10.0,1.0,185.0,2005.0,,51.0,25.0,3.0,5.0
1033,2008,91.0,9,350.0,20.0,10.0,0.0,8.0,847.0,,32.0,8.0,2.0,1.0
10338,2008,2.0,9,683.0,37.0,11.0,1.0,102.0,2103.0,,44.0,45.0,2.0,4.0
10339,2008,2.0,9,436.0,31.0,9.0,0.0,32.0,1160.0,,28.0,10.0,3.0,1.0
1034,2008,91.0,9,540.0,37.0,17.0,0.0,23.0,1169.0,,32.0,18.0,2.0,1.0
10340,2008,2.0,9,961.0,68.0,14.0,0.0,12.0,3755.0,,107.0,7.0,19.0,1.0
10341,2008,2.0,9,557.0,38.0,11.0,0.0,187.0,1579.0,,30.0,18.0,3.0,1.0
10342,2008,2.0,9,475.0,32.0,13.0,0.0,216.0,982.0,,23.0,15.0,3.0,1.0
10343,2008,2.0,9,556.0,28.0,9.0,0.0,197.0,1431.0,,40.0,22.0,5.0,2.0
10344,2008,2.0,9,689.0,45.0,15.0,1.0,202.0,1849.0,,50.0,21.0,2.0,2.0
1035,2008,91.0,9,360.0,21.0,6.0,0.0,232.0,807.0,,25.0,15.0,4.0,1.0
1036,2008,91.0,9,550.0,38.0,14.0,0.0,247.0,1129.0,,25.0,25.0,4.0,1.0
1037,2008,91.0,9,310.0,17.0,5.0,0.0,224.0,604.0,,25.0,4.0,12.0,1.0
1038,2008,91.0,9,610.0,38.0,12.0,2.0,25.0,1072.0,,51.0,14.0,9.0,1.0
103921,2008,92.0,2,470.0,13.0,9.0,0.0,45.0,550.0,,79.0,9.0,75.0,0.0
103922,2008,92.0,2,720.0,20.0,13.0,0.0,70.0,840.0,,121.0,13.0,115.0,0.0
103923,2008,92.0,2,990.0,28.0,18.0,0.0,90.0,1160.0,,166.0,18.0,158.0,0.0
103924,2008,92.0,2,1020.0,28.0,18.0,0.0,90.0,830.0,,175.0,18.0,168.0,0.0
103925,2008,92.0,2,740.0,20.0,13.0,0.0,70.0,610.0,,128.0,13.0,121.0,0.0
103926,2008,92.0,2,490.0,13.0,9.0,0.0,45.0,400.0,,84.0,9.0,80.0,0.0
10395,2008,2.0,1,400.0,25.0,7.0,7.0,0.0,190.0,,37.0,6.0,14.0,4.0
10401,2008,2.0,2,555.0,17.0,10.0,5.0,43.0,445.0,,83.0,16.0,82.0,0.0
10404,2008,2.0,2,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0
10405,2008,2.0,2,,,,,,,,,,,
10406,2008,2.0,2,210.0,0.0,0.0,0.0,0.0,50.0,,58.0,0.0,56.0,0.0
10407,2008,2.0,2,0.0,0.0,0.0,0.0,0.0,50.0,,0.0,0.0,0.0,0.0
10408,2008,2.0,2,230.0,0.0,0.0,0.0,0.0,70.0,,60.0,0.0,60.0,0.0
10409,2008,2.0,2,210.0,0.0,0.0,0.0,0.0,40.0,,56.0,0.0,56.0,0.0
105000,2008,1.0,0,480.0,13.0,,,,,,,,,6.0
105001,2008,1.0,4,230.0,3.0,,,,,,,,,3.0
105002,2008,1.0,5,370.0,7.0,,,,,,,,,7.0
105003,2008,1.0,5,330.0,10.0,,,,,,,,,8.0
105004,2008,1.0,5,370.0,7.0,,,,,,,,,9.0
105005,2008,1.0,5,310.0,6.0,,,,,,,,,9.0
105006,2008,1.0,8,250.0,6.0,,,,,,,,,6.0
105007,2008,1.0,9,360.0,6.0,,,,,,,,,11.0
105008,2008,1.0,10,150.0,8.0,,,,,,,,,1.0
105009,2008,2.0,0,611.0,43.0,18.0,15.0,56.0,1052.0,,58.0,11.0,5.0,4.0
105010,2008,2.0,0,849.0,56.0,26.0,2.0,90.0,2730.0,,75.0,36.0,9.0,4.0
105011,2008,2.0,0,35.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,8.0,1.0
105012,2008,2.0,1,377.0,16.0,5.0,65.0,0.0,201.0,,65.0,4.0,41.0,4.0
105013,2008,2.0,1,377.0,15.0,5.0,6.0,0.0,201.0,,65.0,4.0,41.0,2.0
105014,2008,2.0,1,273.0,12.0,2.0,0.0,20.0,490.0,,49.0,4.0,26.0,1.0
105015,2008,2.0,1,250.0,12.0,4.0,0.0,5.0,110.0,,34.0,4.0,12.0,2.0
105016,2008,2.0,1,260.0,14.0,5.0,4.0,5.0,190.0,,33.0,3.0,11.0,1.0
105017,2008,2.0,1,507.0,10.0,4.0,0.0,7.0,373.0,,73.0,10.0,31.0,4.0
105018,2008,2.0,1,688.0,22.0,5.0,0.0,7.0,420.0,,91.0,12.0,45.0,5.0
105019,2008,2.0,1,2751.0,90.0,21.0,0.0,30.0,1678.0,,363.0,47.0,182.0,21.0
105020,2008,2.0,1,306.0,7.0,4.0,0.0,29.0,214.0,,48.0,11.0,46.0,1.0
105021,2008,2.0,2,330.0,0.0,0.0,0.0,0.0,105.0,,87.0,0.0,87.0,0.0
105022,2008,2.0,2,150.0,0.0,0.0,0.0,0.0,30.0,,41.0,0.0,41.0,0.0
105023,2008,2.0,2,150.0,0.0,0.0,0.0,0.0,40.0,,42.0,0.0,41.0,0.0
105024,2008,2.0,2,0.0,0.0,0.0,0.0,0.0,75.0,,0.0,0.0,0.0,0.0
105025,2008,2.0,2,360.0,0.0,0.0,0.0,0.0,120.0,,104.0,0.0,0.0,0.0
105026,2008,2.0,2,0.0,0.0,0.0,0.0,0.0,40.0,,0.0,0.0,0.0,0.0
105027,2008,2.0,2,180.0,0.0,0.0,0.0,0.0,60.0,,52.0,0.0,52.0,0.0
105028,2008,2.0,2,660.0,17.0,10.0,5.0,43.0,455.0,,110.0,17.0,106.0,1.0
105029,2008,2.0,2,507.0,13.0,8.0,0.0,34.0,357.0,,83.0,13.0,81.0,0.0
105030,2008,2.0,2,647.0,17.0,10.0,5.0,43.0,509.0,,107.0,17.0,102.0,1.0
105031,2008,2.0,2,498.0,13.0,8.0,0.0,34.0,393.0,,81.0,13.0,78.0,0.0
105032,2008,2.0,2,646.0,17.0,10.0,5.0,43.0,464.0,,107.0,16.0,101.0,1.0
105033,2008,2.0,2,498.0,13.0,8.0,0.0,34.0,363.0,,81.0,13.0,77.0,0.0
105034,2008,2.0,2,437.0,13.0,8.0,0.0,34.0,350.0,,66.0,13.0,65.0,0.0
105035,2008,2.0,2,651.0,16.0,9.0,5.0,39.0,439.0,,112.0,15.0,100.0,0.0
105036,2008,2.0,2,120.0,0.0,0.0,0.0,0.0,15.0,,32.0,0.0,31.0,0.0
105037,2008,2.0,2,300.0,0.0,0.0,0.0,0.0,75.0,,84.0,0.0,81.0,0.0
105038,2008,2.0,2,300.0,0.0,0.0,0.0,0.0,60.0,,81.0,0.0,81.0,0.0
105039,2008,2.0,2,170.0,0.0,0.0,0.0,0.0,55.0,,44.0,0.0,44.0,0.0
105040,2008,2.0,2,225.0,0.0,0.0,0.0,0.0,75.0,,65.0,0.0,65.0,0.0
105041,2008,2.0,4,202.0,10.0,4.0,2.0,15.0,213.0,,26.0,2.0,16.0,1.0
105042,2008,2.0,5,582.0,24.0,4.0,0.0,79.0,2483.0,,51.0,36.0,9.0,3.0
105043,2008,2.0,5,443.0,17.0,4.0,0.0,77.0,1421.0,,40.0,38.0,10.0,2.0
105044,2008,2.0,5,312.0,13.0,2.0,0.0,0.0,492.0,,44.0,6.0,11.0,1.0
105045,2008,2.0,5,210.0,20.0,7.0,0.0,40.0,480.0,,0.0,6.0,0.0,0.0
105046,2008,2.0,6,465.0,28.0,6.0,2.0,2.0,1311.0,,51.0,6.0,0.0,5.0
105047,2008,2.0,6,707.0,44.0,14.0,15.0,27.0,1601.0,,54.0,23.0,0.0,5.0
105048,2008,2.0,6,246.0,18.0,4.0,1.0,0.0,391.0,,26.0,2.0,0.0,2.0
105049,2008,2.0,6,369.0,28.0,5.0,15.0,0.0,587.0,,39.0,3.0,0.0,3.0
105050,2008,2.0,8,415.0,17.0,5.0,0.0,55.0,806.0,,37.0,25.0,6.0,6.0
105051,2008,2.0,8,425.0,22.0,7.0,0.0,180.0,894.0,,26.0,28.0,3.0,4.0
105052,2008,2.0,8,273.0,9.0,4.0,0.0,61.0,609.0,,25.0,22.0,17.0,4.0
105053,2008,2.0,8,279.0,9.0,4.0,0.0,61.0,679.0,,21.0,25.0,8.0,6.0
105054,2008,2.0,9,560.0,29.0,8.0,5.0,77.0,1556.0,,42.0,36.0,6.0,11.0
105055,2008,2.0,9,564.0,27.0,7.0,0.0,86.0,1189.0,,43.0,44.0,6.0,11.0
105056,2008,2.0,9,691.0,31.0,8.0,5.0,59.0,1952.0,,75.0,33.0,19.0,5.0
105057,2008,2.0,9,769.0,39.0,10.0,0.0,74.0,1240.0,,79.0,30.0,17.0,9.0
105058,2008,2.0,9,638.0,38.0,10.0,1.0,74.0,1199.0,,48.0,30.0,3.0,8.0
105059,2008,2.0,9,590.0,32.0,9.0,5.0,77.0,1685.0,,55.0,32.0,6.0,3.0
105060,2008,2.0,9,594.0,30.0,8.0,5.0,86.0,1318.0,,56.0,40.0,6.0,3.0
105061,2008,2.0,9,563.0,30.0,9.0,1.0,77.0,1609.0,,42.0,32.0,3.0,4.0
105062,2008,2.0,9,779.0,45.0,11.0,5.0,51.0,1571.0,,75.0,23.0,18.0,6.0
105063,2008,2.0,9,648.0,44.0,11.0,1.0,51.0,1530.0,,45.0,23.0,4.0,5.0
105064,2008,2.0,9,395.0,17.0,3.0,0.0,60.0,1002.0,,38.0,32.0,8.0,2.0
105065,2008,2.0,9,476.0,19.0,4.0,0.0,85.0,1725.0,,37.0,43.0,8.0,1.0
105066,2008,2.0,9,787.0,39.0,9.0,5.0,84.0,2612.0,,67.0,33.0,5.0,3.0
105067,2008,2.0,9,622.0,20.0,7.0,15.0,79.0,3397.0,,68.0,37.0,2.0,3.0
105068,2008,2.0,9,739.0,37.0,9.0,1.0,85.0,1881.0,,64.0,32.0,4.0,3.0
105069,2008,2.0,9,619.0,18.0,4.0,0.0,82.0,2052.0,,65.0,42.0,4.0,3.0
105070,2008,2.0,9,235.0,5.0,2.0,0.0,25.0,992.0,,28.0,15.0,7.0,2.0
105071,2008,2.0,9,244.0,5.0,1.0,0.0,37.0,854.0,,28.0,19.0,6.0,2.0
