item_id,year,item_name,item_description
10025,2013,"Caesar Salad, Pick 'n Pair & Lunch Combos","Caesar Salad, Pick 'n Pair & Lunch Combos"
10026,2013,"Chicken Caesar Salad, Pick 'n Pair & Lunch Combos","Chicken Caesar Salad, Pick 'n Pair & Lunch Combos"
10028,2013,"Spinach Salad, Pick 'n Pair & Lunch Combos","Spinach Salad, Pick 'n Pair & Lunch Combos"
10029,2013,"House Salad, Pick 'n Pair & Lunch Combos","House Salad, Pick 'n Pair & Lunch Combos"
10030,2013,"Caesar Salad w/ Dressing, Small","Caesar Salad w/ Dressing, Extras, As Served, Small"
10040,2013,"Grilled Chicken Caesar w/ Dressing, Regular","Grilled Chicken Caesar w/ Dressing, Regular"
10041,2013,"Grilled Chicken Caesar w/ Dressing, Half","Grilled Chicken Caesar w/ Dressing, Half"
10042,2013,"Grilled Chicken Caesar, Regular","Grilled Chicken Caesar w/out Dressing, Regular"
10043,2013,"Grilled Chicken Caesar, Half","Grilled Chicken Caesar w/out Dressing, Half"
10044,2013,"Grilled Steak Caesar w/ Dressing, Regular","Grilled Steak Caesar w/ Dressing, Regular"
10045,2013,"Grilled Steak Caesar w/ Dressing, Half","Grilled Steak Caesar w/ Dressing, Half"
10046,2013,"Grilled Steak Caesar, Regular","Grilled Steak Caesar w/out Dressing, Regular"
10047,2013,"Grilled Steak Caesar, Half","Grilled Steak Caesar w/out Dressing, Half"
10048,2013,"Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular","Grilled Shrimp 'n Spinach Salad w/ Dressing, Regular"
10049,2013,"Grilled Shrimp 'n Spinach Salad w/ Dressing, Half","Grilled Shrimp 'n Spinach Salad w/ Dressing, Half"
10050,2013,"Grilled Shrimp 'n Spinach Salad, Regular","Grilled Shrimp 'n Spinach Salad w/out Dressing, Regular"
10051,2013,"Grilled Shrimp 'n Spinach Salad, Half","Grilled Shrimp 'n Spinach Salad w/out Dressing, Half"
10052,2013,"Oriental Chicken Salad w/ Dressing, Regular","Oriental Chicken Salad w/ Dressing, Regular"
10053,2013,"Oriental Chicken Salad w/ Dressing, Half","Oriental Chicken Salad w/ Dressing, Half"
10054,2013,"Oriental Chicken Salad, Regular","Oriental Chicken Salad w/out Dressing, Regular"
10055,2013,"Oriental Chicken Salad, Half","Oriental Chicken Salad w/out Dressing, Half"
10056,2013,"Oriental Grilled Chicken Salad w/ Dressing, Regular","Oriental Grilled Chicken Salad w/ Dressing, Regular"
10057,2013,"Oriental Grilled Chicken Salad w/ Dressing, Half","Oriental Grilled Chicken Salad w/ Dressing, Half"
10058,2013,"Oriental Grilled Chicken Salad, Regular","Oriental Grilled Chicken Salad w/out Dressing, Regular"
10059,2013,"Oriental Grilled Chicken Salad, Half","Oriental Grilled Chicken Salad w/out Dressing, Half"
10068,2013,"Pecan-Crusted Chicken Salad w/ Dressing, Regular","Pecan-Crusted Chicken Salad w/ Dressing, Regular"
10069,2013,"Pecan-Crusted Chicken Salad w/ Dressing, Half","Pecan-Crusted Chicken Salad w/ Dressing, Half"
10070,2013,"Pecan-Crusted Chicken Salad, Regular","Pecan-Crusted Chicken Salad w/out Dressing, Regular"
10071,2013,"Pecan-Crusted Chicken Salad, Half","Pecan-Crusted Chicken Salad w/out Dressing, Half"
10072,2013,"Fried Chicken Salad w/ Dressing, Regular","Fried Chicken Salad w/ Dressing, Regular"
10073,2013,"Fried Chicken Salad w/ Dressing, Half","Fried Chicken Salad w/ Dressing, Half"
10074,2013,"Fried Chicken Salad, Regular","Fried Chicken Salad w/out Dressing, Regular"
10075,2013,"Fried Chicken Salad, Half","Fried Chicken Salad w/out Dressing, Half"
10076,2013,Bacon Cheese Chicken Grill,Bacon Cheese Chicken Grill w/out Sides
10077,2013,Honey BBQ Chicken Sandwich,Honey BBQ Chicken Sandwich w/out Sides
10078,2013,Hand-Battered Fish Sandwich,Hand-Battered Fish Sandwich w/out Sides
10079,2013,Oriental Chicken Rollup,Oriental Chicken Rollup w/out Sides
10082,2013,Classic Clubhouse Grille,Classic Clubhouse Grille w/out Sides
10087,2013,"Chicken Fajita Rollup, Pick 'n Pair & Lunch Combos","Chicken Fajita Rollup, Pick 'n Pair & Lunch Combos"
1009,2013,"Western Egg & Cheese Omelet Sandwich, 6""","Western Egg & Cheese Omelet Sandwich, Breakfast, 6"""
10090,2013,1 Mini Cheeseburger,"1 Mini Cheeseburger w/out Sides, Kids"
10091,2013,2 Mini Cheeseburgers,"2 Mini Cheeseburgers w/out Sides, Kids"
10092,2013,1 Mini Hamburger,"1 Mini Hamburger w/out Sides, Kids"
10093,2013,2 Mini Hamburgers,"2 Mini Hamburgers w/out Sides, Kids"
10094,2013,Corn Dog,"Corn Dog w/out Sides, Kids"
10095,2013,Hot Dog,"Hot Dog w/out Sides, Kids"
10096,2013,Grilled Cheese on Sourdough Bread,"Grilled Cheese on Sourdough Bread w/out Sides, Kids"
10097,2013,Grilled Cheese on Hawaiian Bread,"Grilled Cheese on Hawaiian Bread w/out Sides, Kids"
10098,2013,Grilled Chicken Sandwich,"Grilled Chicken Sandwich w/out Sides, Kids"
10099,2013,Cheeseburger Sliders,"Cheeseburger Sliders, Appetizers, As Served"
10100,2013,Cheeseburger Sliders w/ Applewood Smoked Bacon,"Cheeseburger Sliders w/ Applewood Smoked Bacon, Appetizers, As Served"
10101,2013,Trios Cheeseburger Sliders,"Trios Cheeseburger Sliders, Ultimate Trios"
10102,2013,Philly Burger,Philly Burger w/out Fries or Sides
10103,2013,Southwest Jalapeno Burger,Southwest Jalapeno Burger w/out Fries or Sides
10104,2013,Cowboy Burger,Cowboy Burger w/out Fries or Sides
10106,2013,Quesadilla Burger,Quesadilla Burger w/out Fries or Sides
10108,2013,Hamburger,Hamburger w/out Fries or Sides
10109,2013,Cheeseburger,Cheeseburger w/out Fries or Sides
10110,2013,Bacon Cheddar Cheeseburger,Bacon Cheddar Cheeseburger w/out Fries or Sides
10111,2013,Veggie Burger,Veggie Burger w/out Fries or Sides
10112,2013,Applebee's Reuben,Applebee's Reuben w/out Sides
10113,2013,Chicken Fajita Rollup,Chicken Fajita Rollup w/out Sides
10116,2013,"Three-Cheese Chicken Penne, Pick 'n Pair & Lunch Combos","Three-Cheese Chicken Penne, Pick 'n Pair & Lunch Combos"
10117,2013,Chicken Tenders,"Chicken Tenders w/out Sides, Kids"
10118,2013,Kraft Macaroni & Cheese,"Kraft Macaroni & Cheese w/out Sides, Kids"
10119,2013,Fried Shrimp,"Fried Shrimp w/out Sides, Kids"
10120,2013,Pasta w/ Marinara Sauce,"Pasta w/ Marinara Sauce w/out Sides, Kids"
10121,2013,Sirloin Steak,"Sirloin Steak w/out Sides, Kids, 4 oz"
10122,2013,Chicken Quesadilla Grande,"Chicken Quesadilla Grande, Appetizers, As Served"
10123,2013,Cheese Quesadilla Grande,"Cheese Quesadilla Grande, Appetizers, As Served"
10125,2013,Grilled Chicken Wonton Tacos,"Grilled Chicken Wonton Tacos, Appetizers, As Served"
10126,2013,Mozzarella Sticks,"Mozzarella Sticks, Appetizers, As Served"
10127,2013,Appetizer Sampler,"Appetizer Sampler, Appetizers, As Served"
10128,2013,Spinach & Artichoke Dip,"Spinach & Artichoke Dip, Appetizers, As Served"
10129,2013,"Boneless Wings, Classic Buffalo","Boneless Wings, Classic Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10130,2013,"Boneless Wings, Hot Buffalo","Boneless Wings, Hot Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10131,2013,"Boneless Wings, Honey BBQ","Boneless Wings, Honey BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10132,2013,"Boneless Wings, Southern BBQ","Boneless Wings, Southern BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10133,2013,"Boneless Wings, Sweet & Spicy Sauce","Boneless Wings, Sweet & Spicy Sauce, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10134,2013,"Classic Wings, Classic Buffalo","Classic Wings, Classic Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10135,2013,"Classic Wings, Hot Buffalo","Classic Wings, Hot Buffalo, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10136,2013,"Classic Wings, Honey BBQ","Classic Wings, Honey BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10137,2013,"Classic Wings, Southern BBQ","Classic Wings, Southern BBQ, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10138,2013,"Classic Wings, Sweet & Spicy Sauce","Classic Wings, Sweet & Spicy Sauce, w/out Dipping Sauce, Appetizers, As Served; Choice of Adding Dipping Sauce: Ranch or Blue Cheese"
10139,2013,Chili Cheese Nachos,"Chili Cheese Nachos, Appetizers, As Served"
10140,2013,Spicy Chili Cheese Nachos,"Spicy Chili Cheese Nachos, Appetizers, As Served"
10141,2013,Steak Quesadilla Towers,"Steak Quesadilla Towers, Appetizers, As Served"
10142,2013,Queso Blanco,"Queso Blanco, Appetizers, As Served"
10143,2013,Queso Blanco w/ Chili,"Queso Blanco w/ Chili, Appetizers, As Served"
10144,2013,Chips & Spicy Chipotle Lime Salsa,"Chips & Spicy Chipotle Lime Salsa, Appetizers, As Served"
10145,2013,Trios Cheese Quesadilla Grande,"Trios Cheese Quesadilla Grande, Ultimate Trios"
10146,2013,Trios Chicken Quesadilla Grande,"Trios Chicken Quesadilla Grande, Ultimate Trios"
10147,2013,Trios Steak Quesadilla Towers,"Trios Steak Quesadilla Towers, Ultimate Trios"
10148,2013,Trios Mozzarella Sticks,"Trios Mozzarella Sticks, Ultimate Trios"
10149,2013,"Trios Boneless Wings, Classic Buffalo","Trios Boneless Wings, Classic Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10150,2013,"Trios Boneless Wings, Hot Buffalo","Trios Boneless Wings, Hot Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10151,2013,"Trios Boneless Wings, Honey BBQ","Trios Boneless Wings, Honey BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10152,2013,"Trios Boneless Wings, Southern BBQ","Trios Boneless Wings, Southern BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10153,2013,"Trios Boneless Wings, Sweet & Spicy Sauce","Trios Boneless Wings, Sweet & Spicy Sauce, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10154,2013,"Trios Classic Wings, Classic Buffalo","Trios Classic Wings, Classic Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10155,2013,"Trios Classic Wings, Hot Buffalo","Trios Classic Wings, Hot Buffalo, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10156,2013,"Trios Classic Wings, Honey BBQ","Trios Classic Wings, Honey BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10157,2013,"Trios Classic Wings, Southern BBQ","Trios Classic Wings, Southern BBQ, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10158,2013,"Trios Classic Wings, Sweet & Spicy Sauce","Trios Classic Wings, Sweet & Spicy Sauce, w/out Dipping Sauce, Ultimate Trios; Choice of Adding Trios Dipping Sauce: Ranch or Blue Cheese"
10159,2013,Trios Spinach Artichoke Dip,"Trios Spinach Artichoke Dip, Ultimate Trios"
10160,2013,Trios Grilled Chicken Wonton Tacos,"Trios Grilled Chicken Wonton Tacos, Ultimate Trios"
10164,2013,Roasted Garlic Sirloin w/ Sides,"Roasted Garlic Sirloin w/ Sides, Under 550 Calories"
10166,2013,12 oz New York Strip,12 oz New York Strip w/out Sides
10167,2013,12 oz Ribeye,12 oz Ribeye w/out Sides
10168,2013,9 oz House Sirloin,9 oz House Sirloin w/out Sides
10169,2013,7 oz House Sirloin,7 oz House Sirloin w/out Sides
10170,2013,Steak & Grilled Shrimp Combo,Steak & Grilled Shrimp Combo w/out Sides
10171,2013,Steak & Fried Shrimp Combo,Steak & Fried Shrimp Combo w/out Sides
10172,2013,Steak & Honey BBQ Chicken Combo,Steak & Honey BBQ Chicken Combo w/out Sides
10173,2013,Steak & Riblets Combo,Steak & Riblets Combo w/out Sides
10175,2013,Shrimp 'n Parmesan Sirloin,Shrimp 'n Parmesan Sirloin w/out Sides
10176,2013,Signature Sirloin w/ Garlic Herb Shrimp & Sides,"Signature Sirloin w/ Garlic Herb Shrimp & Sides, Under 550 Calories"
10177,2013,"Chicken Fried Steak w/ Mashed Potatoes, Gravy & Vegetables","Chicken Fried Steak w/ Mashed Potatoes, Gravy & Vegetables"
10178,2013,Applebee's Riblets Platter w/ Sides,Applebee's Riblets Platter w/ Sides
10179,2013,Applebee's Riblets Basket w/ Sides,Applebee's Riblets Basket w/ Sides
10180,2013,Double-Glazed Baby Back Ribs w/ Sides,Double-Glazed Baby Back Ribs w/ Sides
10181,2013,"Double-Glazed Baby Back Ribs w/ Sides, Half Rack","Double-Glazed Baby Back Ribs w/ Sides, Half Rack"
10184,2013,Bourbon Street Chicken & Shrimp w/ Sides,"Bourbon Street Chicken & Shrimp w/ Sides, Sizzling Entrees"
10187,2013,Bourbon Street Steak w/ Sides,"Bourbon Street Steak w/ Sides, Sizzling Entrees"
10188,2013,"Sizzling Skillet Fajitas, Steak, w/ Sides","Sizzling Skillet Fajitas, Steak, w/ Sides, Sizzling Entrees"
10189,2013,"Sizzling Skillet Fajitas, Chicken, w/ Sides","Sizzling Skillet Fajitas, Chicken, w/ Sides, Sizzling Entrees"
10190,2013,"Sizzling Skillet Fajitas, Shrimp, w/ Sides","Sizzling Skillet Fajitas, Shrimp, w/ Sides, Sizzling Entrees"
10191,2013,"Sizzling Skillet Fajitas, Combo, w/ Sides","Sizzling Skillet Fajitas, Combo, w/ Sides, Sizzling Entrees"
10193,2013,Chicken Parmesan Stack w/ Sides,Chicken Parmesan Stack w/ Sides
10194,2013,Crispy Orange Chicken w/ Sides,Crispy Orange Chicken w/ Sides
10195,2013,Fiesta Lime Chicken w/ Sides,Fiesta Lime Chicken w/ Sides
10196,2013,Chicken Tenders Platter w/ Sides,Chicken Tenders Platter w/ Sides
10197,2013,Chicken Tenders Basket w/ Sides,Chicken Tenders Basket w/ Sides
10198,2013,Riblet & Chicken Tenders Platter w/ Sides,Riblet & Chicken Tenders Platter w/ Sides
10199,2013,Riblet & Chicken Tenders Basket w/ Sides,Riblet & Chicken Tenders Basket w/ Sides
102,2013,1/2 lb Flame Thrower Grillburger,1/2 lb Flame Thrower Grillburger w/ Jalapeno Bacon
10201,2013,Chicken Fried Chicken w/ Sides,Chicken Fried Chicken w/ Sides
10205,2013,Cajun Shrimp Pasta,"Cajun Shrimp Pasta, Pasta, As Served"
10208,2013,Chicken Broccoli Pasta Alfredo,"Chicken Broccoli Pasta Alfredo, Pasta, As Served"
10209,2013,Three-Cheese Chicken Penne,"Three-Cheese Chicken Penne, Pasta, As Served"
10212,2013,Double Crunch Shrimp,"Double Crunch Shrimp, Seafood, As Served"
10213,2013,Orange Glazed Salmon,"Orange Glazed Salmon, Seafood, As Served"
10214,2013,Garlic Herb Salmon,"Garlic Herb Salmon, Seafood, As Served"
10215,2013,Hand-Battered Fish & Chips,"Hand-Battered Fish & Chips, Seafood, As Served"
10216,2013,New England Fish & Chips,"New England Fish & Chips, Seafood, As Served"
10217,2013,Cheese Pizza,"Cheese Pizza w/out Sides, Kids"
10219,2013,Chili Cheese Fries,"Chili Cheese Fries, Sandwich Side"
10220,2013,Potato Twisters,"Potato Twisters, Appetizers, As Served"
10221,2013,Fried Red Potatoes,"Fried Red Potatoes, Steaks & Toppers"
10222,2013,Fries,"Fries, Sandwich Side, Kids & Adults Menu"
10223,2013,"Crunchy Onion Rings, Side","Crunchy Onion Rings, Sandwich Side"
10224,2013,Cole Slaw,"Cole Slaw, Sandwich Side"
10225,2013,Seasonal Vegetables,"Seasonal Vegetables, Steaks & Toppers, Sandwich Sides"
10226,2013,"Celery w/ Dressing, Kids","Celery w/ Dressing, Side, Kids"
10227,2013,"Applesauce, Kids","Applesauce, Side, Kids"
10228,2013,"Steamed Broccoli, Kids","Steamed Broccoli, Side, Kids"
10229,2013,"Crunchy Onion Rings, Appetizers","Crunchy Onion Rings, Appetizers, As Served"
10231,2013,Baked Potato,"Baked Potato, Steaks & Toppers or Soups, Salads & Sides"
10234,2013,Loaded Baked Potato,"Loaded Baked Potato, Soups, Salads & Sides, As Served"
10235,2013,Loaded Mashed Potatoes,"Loaded Mashed Potatoes, Soups, Salads & Sides, As Served"
10236,2013,Garlic Mashed Potatoes,"Garlic Mashed Potatoes, Steaks & Toppers or Soups, Salads & Sides"
10237,2013,Fresh Fruit,"Fresh Fruit, Sandwich Side"
10238,2013,"Dressing, Bleu Cheese, for Pick 'n Pair & Lunch Combos","Dressing, Bleu Cheese, for Pick 'n Pair & Lunch Combos Salad"
10239,2013,"Dressing, Dijon Honey Mustard, for Pick 'n Pair & Lunch Combos Salad","Dressing, Dijon Honey Mustard, for Pick 'n Pair & Lunch Combos Salad"
10240,2013,"Dressing, Mexi-Ranch, for Pick 'n Pair & Lunch Combos Salad","Dressing, Mexi-Ranch, for Pick 'n Pair & Lunch Combos Salad"
10241,2013,"Dressing, Buttermilk Ranch, for Pick 'n Pair & Lunch Combos Salad","Dressing, Buttermilk Ranch, for Pick 'n Pair & Lunch Combos Salad"
10242,2013,Wings Ranch Dipping Sauce,"Wings Ranch Dipping Sauce, for Wings Appetizers"
10243,2013,Wings Bleu Cheese Dipping Sauce,"Wings Bleu Cheese Dipping Sauce, for Wings Appetizers"
10244,2013,Trios Wings Ranch Dipping Sauce,"Trios Wings Ranch Dipping Sauce, for Trios Wings, Ultimate Trios"
10245,2013,Trios Wings Bleu Cheese Dipping Sauce,"Trios Wings Bleu Cheese Dipping Sauce, for Trios Wings, Ultimate Trios"
10246,2013,"Sauteed Garlic Mushrooms, for Steak Topper","Sauteed Garlic Mushrooms, for Steak Topper"
10247,2013,"Grilled Onions, for Steak Topper","Grilled Onions, for Steak Topper"
10248,2013,"Shrimp 'n Parmesan, for Steak Topper","Shrimp 'n Parmesan, for Steak Topper"
10249,2013,Fried Shrimp Addition,"Fried Shrimp Addition, Soups, Salads & Sides, As Served"
10250,2013,Grilled Shrimp Addition,"Grilled Shrimp Addition, Soups, Salads & Sides, As Served"
10251,2013,"Dressing, Bleu Cheese","Dressing, Bleu Cheese, Soups, Salads & Sides, As Served"
10252,2013,"Dressing, Dijon Honey Mustard, Soups, Salads & Sides, As Served","Dressing, Dijon Honey Mustard, Soups, Salads & Sides, As Served"
10253,2013,"Dressing, Mexi-Ranch","Dressing, Mexi-Ranch, Soups, Salads & Sides, As Served"
10254,2013,"Dressing, Buttermilk Ranch","Dressing, Buttermilk Ranch, Soups, Salads & Sides, As Served"
10255,2013,Guacamole,"Guacamole, for Sizzling Skillet Fajita"
10256,2013,Chocolate Chip Cookie Sundae,Chocolate Chip Cookie Sundae
10258,2013,Triple Chocolate Meltdown,Triple Chocolate Meltdown
10259,2013,Chocolate Mousse Shooter,Chocolate Mousse Shooter
10260,2013,"Hot Fudge Sundae, Shooter","Hot Fudge Sundae, Shooter, Kids & Adults Menu"
10261,2013,Strawberry Cheesecake Shooter,Strawberry Cheesecake Shooter
10262,2013,Blue Ribbon Brownie,Blue Ribbon Brownie
10263,2013,Sizzling Apple Pie,Sizzling Apple Pie
10264,2013,Brownie Bite,Brownie Bite
10265,2013,"Oreo Cookie Sundae, Kids","Oreo Cookie Sundae, Kids"
10266,2013,"Vanilla Sundae, Kids","Vanilla Sundae, Kids"
10267,2013,"Vanilla Sundae w/ Hershey's Syrup, Kids","Vanilla Sundae w/ Hershey's Syrup, Kids"
10268,2013,"Strawberry Sundae, Kids","Strawberry Sundae, Kids"
10270,2013,"Oreo Cookie Milkshake, Kids","Oreo Cookie Milkshake, Kids"
10271,2013,"Soda, Kids","Soda, Kids, 12 oz"
10272,2013,"Pepsi, 20 oz","Pepsi, 20 oz"
10273,2013,"Diet Pepsi, 20 oz","Diet Pepsi, 20 oz"
10274,2013,"Mountain Dew, 20 oz","Mountain Dew, 20 oz"
10275,2013,"Sierra Mist, 20 oz","Sierra Mist, 20 oz"
10276,2013,"Iced Tea, 20 oz","Iced Tea, 20 oz"
10277,2013,"Coffee, 8 oz","Coffee, 8 oz"
10278,2013,"Dr Pepper, 20 oz","Dr Pepper, 20 oz"
10279,2013,"Tropicana Lemonade, 20 oz","Tropicana Lemonade, 20 oz"
10280,2013,"Wild Cherry Pepsi, 20 oz","Wild Cherry Pepsi, 20 oz"
10281,2013,"Lipton Brisk Raspberry Iced Tea, 20 oz","Lipton Brisk Raspberry Iced Tea, 20 oz"
10282,2013,"Diet Mountain Dew, 20 oz","Diet Mountain Dew, 20 oz"
10283,2013,"Diet Pepsi, Caffeine Free, 20 oz","Diet Pepsi, Caffeine Free, 20 oz"
10284,2013,"Mug Root Beer, 20 oz","Mug Root Beer, 20 oz"
10285,2013,"Flavored Lemonades & Iced Tea, 20 oz","Flavored Lemonades & Iced Tea, 20 oz"
10286,2013,"Decadent Shakes, 20 oz","Decadent Shakes, 20 oz"
10287,2013,"Applebee's Limeades, 20 oz","Applebee's Limeades, 20 oz"
10288,2013,"Frozen Lemonade, 20 oz","Frozen Lemonade, 20 oz"
10289,2013,"Apple Juice, Kids","Apple Juice, Kids, 6.75 oz"
10290,2013,"Grape Juice, Kids","Grape Juice, Kids, 6.75 oz"
10291,2013,"Tropicana, Fruit Punch, Kids","Tropicana Fruit Punch, Kids, 12 oz"
10292,2013,"Orange-Tangerine Juice, Kids","Orange-Tangerine Juice, Kids, 6.75 oz"
10293,2013,"Chocolate Milk, 1%, Kids","Chocolate Milk, 1%, Kids, 8 oz"
10294,2013,"Milk, Kids","Milk, Kids, 8 oz; Choice of: 1% or 2% Milk"
10295,2013,Outside-In Cinnamon Bites,"Outside-In Cinnamon Bites, Breakfast"
10296,2013,"Chopped Farmhouse Chicken Salad, Crispy","Chopped Farmhouse Chicken Salad, Crispy; Choice of Adding Salad Dressing: Light Italian, Dijon Honey Mustard, Balsamic Vinaigrette, Buttermilk Ranch"
10298,2013,Chopped Side Salad,"Chopped Side Salad; Choice of Adding Salad Dressing: Light Italian, Dijon Honey Mustard, Balsamic Vinaigrette, Buttermilk Ranch"
10299,2013,Angus Philly Sandwich,Angus Philly Sandwich
103,2013,1/2 lb Grillburger,1/2 lb Grillburger
1030,2013,Biscuit Sandwich w/ Bacon,"Biscuit Sandwich w/ Bacon, Breakfast, Under 550 Calories"
10300,2013,Angus Three Cheese & Bacon Sandwich,Angus Three Cheese & Bacon Sandwich
10301,2013,Arby-Q Sandwich,Arby-Q Sandwich
10303,2013,Bacon Beef 'n Cheddar Sandwich,Bacon Beef 'n Cheddar Sandwich
10304,2013,"Bacon, Egg & Cheese Biscuit","Bacon, Egg & Cheese Biscuit, Breakfast"
10305,2013,"Bacon, Egg & Cheese Croissant","Bacon, Egg & Cheese Croissant, Breakfast"
10306,2013,"Bacon, Egg & Cheese Sourdough","Bacon, Egg & Cheese Sourdough, Breakfast"
10307,2013,"Bacon, Egg & Cheese Wrap","Bacon, Egg & Cheese Wrap, Breakfast"
1031,2013,Egg & Cheese Biscuit,"Egg & Cheese Biscuit, Under 550 Calories"
10313,2013,Chicken Biscuit,"Chicken Biscuit, Breakfast"
10319,2013,Deluxe Bacon Cheddar Sandwich,Deluxe Bacon Cheddar Sandwich
1032,2013,Biscuit Sandwich w/ Sausage,"Biscuit Sandwich w/ Sausage, Breakfast"
10323,2013,"Ham, Egg & Cheese Biscuit","Ham, Egg & Cheese Biscuit, Breakfast"
10324,2013,"Ham, Egg & Cheese Croissant","Ham, Egg & Cheese Croissant, Breakfast"
10325,2013,"Ham, Egg & Cheese Sourdough","Ham, Egg & Cheese Sourdough, Breakfast"
10326,2013,"Ham, Egg & Cheese Wrap","Ham, Egg & Cheese Wrap, Breakfast"
10327,2013,Jr Deluxe Sandwich,Jr Deluxe Sandwich
10328,2013,"Jr Turkey & Cheese Sandwich, Kids","Jr Turkey & Cheese Sandwich, Kids"
1033,2013,Biscuit w/ Bacon,"Biscuit w/ Bacon, Under 550 Calories"
10336,2013,Roast Turkey & Swiss Wrap,Roast Turkey & Swiss Wrap
